gene
GENE06553
GENE06552
GENE06551
GENE06550
GENE06549
GENE06548
GENE06547
GENE06594
GENE06545
GENE06544
GENE06543
GENE06542
GENE06541
GENE06540
GENE06539
GENE06538
GENE06637
GENE06646
GENE06645
GENE06644
GENE06643
GENE06642
GENE06641
GENE06640
GENE06639
GENE06638
GENE06647
GENE06636
GENE06635
GENE06634
GENE06633
GENE06632
GENE06596
GENE06630
GENE06629
GENE06656
GENE06664
GENE06663
GENE06662
GENE06661
GENE06660
GENE06659
GENE06658
GENE06657
GENE06631
GENE06655
GENE06654
GENE06653
GENE06652
GENE06651
GENE06650
GENE06649
GENE06648
GENE06606
GENE06616
GENE06628
GENE06614
GENE06613
GENE06612
GENE06611
GENE06610
GENE06609
GENE06608
GENE06607
GENE06615
GENE06605
GENE06604
GENE06603
GENE06602
GENE06601
GENE06600
GENE06599
GENE06598
GENE06597
GENE06617
GENE06625
GENE06626
GENE06624
GENE06623
GENE06622
GENE06627
GENE06621
GENE06620
GENE06619
GENE06618
GENE10669
GENE01388
GENE13802
GENE03674
GENE18487
GENE08386
GENE17006
GENE17745
GENE13260
GENE09215
GENE04744
INS
GENE19124
GENE04948
GENE12571
