gene,mean_control,mean_diabetes,log2_fold_change,fold_change,pvalue,cohens_d,abs_log2_fc,pvalue_adj,significant,neg_log10_pval,neg_log10_pval_adj,category,avg_expression
GENE12571,0.445177331898444,-0.4451773318984458,-0.8903546637968898,-1.853631753873155,2.189569884020062e-06,-0.9847109911742363,0.8903546637968898,0.04379139768040124,True,5.659641188969257,1.3586111933052758,Downregulated,-9.159339953157541e-16
