,PC1,PC2,PC3,PC4,PC5
GSM2040133,10.150303509510527,-6.263441978577459,-13.187142826858297,-40.04702755685625,14.528001590288714
GSM2040134,-35.48311551234251,33.432464806128365,-3.2592315707865467,48.0183214564244,30.565235110980534
GSM2040135,-66.86592943083868,81.17241650405525,53.91164956533711,-36.32503370129198,-18.071455051943484
GSM2040136,-134.3875667722225,10.852257615976558,-39.30632495678668,-23.304393509879223,-20.719277004912225
GSM2040137,157.11931659172296,95.4852837995827,9.311648235847422,-10.375665304448178,-96.48176469214943
GSM2040138,40.147992320220084,47.16028035404349,23.68570351134904,-41.153807423859334,-3.590591407706883
GSM2040139,-43.15241111470571,37.36914738002282,-17.610637564304152,15.11516717724049,-21.941344410714525
GSM2040140,36.16684401274978,-68.06392014222024,52.67930433891577,21.6615498044384,12.887063751794468
GSM2040141,-98.6347279574372,-40.26857898903496,33.60336382032885,1.3772010654408426,33.04368402775381
GSM2040142,-55.76970271739504,-41.64745696444526,41.79054236756352,62.36753115027472,41.712534362259575
GSM2040143,12.815947778719627,52.09082418574881,-5.990480903171952,-25.580615123472125,-53.71651531750293
GSM2040144,-24.912835983489234,10.1025256501327,-30.825817578031128,-47.022680479662014,19.552391358223183
GSM2040145,-50.17469111122861,24.314723435806304,-22.642994119277386,41.22540312423179,-16.850742308397784
GSM2040146,140.1664204398791,-67.0899677285202,22.770006946988072,15.221094712069911,38.72323153708457
GSM2040147,131.29407277666667,27.676576104906403,-10.805311042965888,11.756046210944175,-3.858920749053602
GSM2040148,118.89882730228733,7.765799045419463,-9.841731443894895,-37.78207671411517,-37.31990638966947
GSM2040149,-42.29053334870204,-98.5158748032733,-2.048645369505543,-26.025592812755818,20.444598406038764
GSM2040150,-20.78807156857308,-5.838116519373853,-60.06679402818482,33.84472501196239,28.675619210855395
GSM2040151,-64.36457575161839,23.835318632694122,-37.78628481731678,-38.19416632159548,-5.572772073891322
