,PC1,PC2,PC3,PC4,PC5
baseline-03182015_S2,-37.708777880537646,-94.69538518559244,3.9413936003044165,-44.820416990992335,-26.44892068267811
baseline-03272015_S8,-15.563135017962086,-71.01807345469811,-6.565032511363751,-2.4468226998454434,-30.818486865821114
baseline-05202015-Islet-15_S1,-117.93606181027708,-9.52840087888619,32.40473324464804,8.135659213383793,0.5903564376961705
baseline-05222015-Islet-16_S6,77.34024209835819,110.36250533774131,29.873581796814697,-33.8651041358769,-5.003410358930289
baseline-09032015_S2,-165.61597944865053,-33.3440229236506,-14.228990055999956,-1.5800912140103964,18.16864392541472
baseline-09102015_S7,-88.4825995146556,3.538829253465045,-30.445996473666632,13.285440295661637,19.72122126652456
baseline-10012015_S12,-20.092950105150546,52.79888578394516,71.73167073772878,23.69166845853301,1.492989057165771
baseline-10292015_S17,-17.84960577325182,41.84361267768274,-29.757034372911303,-2.0862174049969693,38.67629365575803
Single-cell-bulk-03182015_S4,96.63497778595803,-129.72950632842802,-31.92754693902805,-55.216645850269,-29.516568530832593
Single-cell-bulk-03272015_S10,254.6917777901783,-159.2819290574198,47.1366089311606,37.88139380957264,83.47387135755399
Single-cell-bulk-05202015_S3,-108.44059559979723,-28.20788144937498,42.74378806741907,-18.778061608824043,3.0306665061125457
Single-cell-bulk-05222015_S8,193.05859174328933,133.0832154479075,-2.415223280431756,-55.78731220082907,-25.637257407781476
Single-cell-bulk-c1-09032015_S5,-72.60454811277657,18.328627717383096,-13.751518665469991,-12.329049359244154,30.732861337630936
Single-cell-bulk-c1-09102015_S10,62.453303533000415,29.07349642522086,-77.32267472615574,37.28539637867377,-10.018970715808827
Single-cell-bulk-c1-10012015_S15,62.03926457952635,14.256264623364517,5.560743369398019,98.9162656417461,-78.14480832374502
Single-cell-bulk-c1-10292015_S20,42.491817384690975,36.40678525213908,-60.50689109982319,17.425749968195266,16.767746367448837
undissociated-c1-ctrl-09032015_S3,-69.58305226277356,24.441963083003007,4.556137643479238,-11.51438675047218,29.291024209435477
undissociated-c1-ctrl-09102015_S8,-28.98502009589823,22.21872912962399,-41.052406317120166,29.65338666359211,6.014890330204354
undissociated-c1-ctrl-10012015_S13,10.113296864900978,71.33428702968656,51.136209308066555,32.25668090984638,-4.889834878756058
undissociated-c1-ctrl-10292015_S18,-23.12096347694428,45.779265999463014,-44.186372230403606,5.89518204708418,33.1603612610638
Untreated-Ctrl-03182015_S3,-11.432249826080529,-84.41678196366087,-13.589262552494132,-33.659092770727256,-29.756330912416832
Untreated-Ctrl-03272015_S9,17.701058450135093,-76.1733766784782,2.8672419161697404,2.5715196488413565,-32.77555555147472
Untreated-Ctrl-05202015_S2,-89.9322817094096,-18.114006191713283,47.691577774329474,8.976971997837186,-14.193317319089651
Untreated-Ctrl-05222015_S7,50.823490404127554,101.04289635127658,26.10526283534966,-43.89211404687972,6.082535835325548
