,PC1,PC2,PC3,PC4,PC5
GSM631755,-121.42506878330991,24.134394277018703,-28.54074862937671,-2.3974807213563856,-16.278930722354396
GSM631756,-130.3149998814267,-41.10945426566355,10.195040293804801,10.78478501396137,-34.39583817529814
GSM631757,-133.29013723492008,-42.02091711399236,36.71568327707076,-76.59044989338337,-11.998507698195949
GSM631758,82.11955617579272,-60.726753435460914,-74.29745875907284,-21.483215595506177,-1.185222825339454
GSM631759,-74.74535830391537,72.19393696162584,-14.436687683146147,32.531332013711726,36.65666769778768
GSM631760,-32.94938565258267,90.31123755592093,-66.30577030571736,-19.040468233588776,-35.3451751980655
GSM631761,-80.18750378300663,-10.744875888378665,32.56858202551845,-19.159530403435156,80.30148072647893
GSM631762,-11.332342355971482,-36.99459941842244,27.690154813891883,46.63831323528532,-43.438830608515445
GSM631763,82.32250436403145,-6.614353474414265,29.67121652647889,45.69761815541238,-48.574258437817136
GSM631764,130.17560708793687,-42.062041216990345,-35.070609192411666,-18.262052219945822,20.603289555074493
GSM631765,166.34176718948527,20.632570711744982,-2.2137766436429165,-34.12250227951071,7.552815726496049
GSM631766,3.155390215990689,-22.857575040669072,-7.837786553910597,76.06955224369437,50.58042642497818
GSM631767,120.12997096189598,55.85843034768094,91.86216083051346,-20.665901315338697,-4.477916465229272
