gene
1053_at
117_at
121_at
1294_at
1316_at
1320_at
1487_at
1552256_a_at
1552257_a_at
1552258_at
1552263_at
1552264_a_at
1552272_a_at
1552274_at
1552275_s_at
1552277_a_at
1552278_a_at
1552279_a_at
1552281_at
1552283_s_at
1552286_at
1552287_s_at
1552291_at
1552293_at
1552295_a_at
1552299_at
1552302_at
1552306_at
1552307_a_at
1552309_a_at
1552310_at
1552312_a_at
1552314_a_at
1552327_at
1552329_at
1552330_at
1552332_at
1552334_at
1552344_s_at
1552347_at
1552360_a_at
1552362_a_at
1552364_s_at
1552365_at
1552367_a_at
1552370_at
1552375_at
1552377_s_at
1552378_s_at
1552381_at
1552389_at
1552390_a_at
1552417_a_at
1552422_at
1552432_at
1552455_at
1552472_a_at
1552474_a_at
1552477_a_at
1552478_a_at
1552481_s_at
1552485_at
1552486_s_at
1552491_at
1552496_a_at
1552504_a_at
1552510_at
1552519_at
1552536_at
1552540_s_at
1552546_a_at
1552557_a_at
1552562_at
1552575_a_at
1552584_at
1552607_at
1552610_a_at
1552611_a_at
1552612_at
1552613_s_at
1552615_at
1552617_a_at
1552618_at
1552621_at
1552622_s_at
1552625_a_at
1552626_a_at
1552627_a_at
1552628_a_at
1552633_at
1552634_a_at
1552641_s_at
1552643_at
1552644_a_at
1552648_a_at
1552649_a_at
1552651_a_at
1552652_at
1552658_a_at
1552664_at
1552665_at
1552670_a_at
1552671_a_at
1552673_at
1552689_at
1552694_at
1552695_a_at
1552696_at
1552698_at
1552703_s_at
1552705_at
1552711_a_at
1552712_a_at
1552716_at
1552718_at
1552726_at
1552727_s_at
1552733_at
1552735_at
1552738_a_at
1552739_s_at
1552740_at
1552742_at
1552767_a_at
1552774_a_at
1552785_at
1552789_at
1552790_a_at
1552792_at
1552794_a_at
1552797_s_at
1552807_a_at
1552829_at
1552836_at
1552846_s_at
1552862_at
1552882_a_at
1552885_a_at
1552889_a_at
1552897_a_at
1552924_a_at
1552930_at
1552931_a_at
1552937_s_at
1552977_a_at
1552978_a_at
1552985_at
1553030_a_at
1553034_at
1553043_a_at
1553055_a_at
1553064_at
1553067_a_at
1553096_s_at
1553099_at
1553101_a_at
1553102_a_at
1553103_at
1553105_s_at
1553106_at
1553107_s_at
1553108_at
1553111_a_at
1553112_s_at
1553117_a_at
1553118_at
1553122_s_at
1553132_a_at
1553133_at
1553140_at
1553142_at
1553145_at
1553150_at
1553156_at
1553167_a_at
1553172_at
1553175_s_at
1553185_at
1553186_x_at
1553193_at
1553194_at
1553214_a_at
1553215_s_at
1553218_a_at
1553220_at
1553222_at
1553227_s_at
1553229_at
1553247_a_at
1553252_a_at
1553253_at
1553254_at
1553264_a_at
1553269_at
1553274_a_at
1553286_at
1553288_a_at
1553292_s_at
1553301_a_at
1553304_at
1553313_s_at
1553315_at
1553323_a_at
1553328_a_at
1553338_at
1553348_a_at
1553366_s_at
1553400_a_at
1553413_at
1553444_a_at
1553453_at
1553493_a_at
1553494_at
1553510_s_at
1553528_a_at
1553530_a_at
1553535_a_at
1553536_at
1553581_s_at
1553587_a_at
1553589_a_at
1553590_at
1553594_a_at
1553599_a_at
1553603_s_at
1553611_s_at
1553612_at
1553613_s_at
1553633_s_at
1553634_a_at
1553645_at
1553654_at
1553672_at
1553677_a_at
1553678_a_at
1553679_s_at
1553683_s_at
1553689_s_at
1553691_at
1553693_s_at
1553694_a_at
1553695_a_at
1553696_s_at
1553697_at
