,PC1,PC2,PC3,PC4,PC5
10th_C10_S104,-33.20792375776544,-3.2609405246785217,6.899562221362363,-0.8625836144870467,-0.15725324280330963
10th_C11_S96,8.197241132504482,-16.850944071654293,-7.724584911375803,3.37079693425879,-2.8550364998514097
10th_C13_S61,-11.844244666532965,4.223585652913751,-2.601026551545506,1.4464322669614542,-1.4167664362044061
10th_C14_S53,-10.166051445416802,1.5846873884584594,-2.2408918430272675,0.9985459350567913,-0.7840358005477939
10th_C16_S105,-37.38216706592194,3.733535545411296,3.9183095542203694,2.3575579744935156,2.3211615622830766
10th_C17_S97,7.757316122995075,-22.977790245199195,-4.985813406246062,0.6966849578733795,-2.367149017002619
10th_C19_S62,18.593751570550886,-1.9033995191843378,40.465467281710275,6.374576029832182,-5.064253943413018
10th_C1_S59,-13.615688001095323,-0.275335410055094,-2.7427621548933905,3.8834057233288393,-1.7657687085715554
10th_C20_S54,-20.437638343807638,4.908305381169884,-1.243268338453327,3.2341487492846177,-2.8438039740103025
10th_C23_S98,-23.48262601139802,-5.575813824277209,0.1538502621331455,1.4905039749494182,-2.3804355294203523
10th_C24_S90,-35.96820885061885,2.3370606006456565,12.851461265096525,-2.6144454446647236,-1.1131179912006552
10th_C28_S91,-20.20577310610719,-13.115582703610233,-1.6270967396886036,2.870344831079912,1.0606785055224832
10th_C30_S107,-14.591078556789972,-0.35893940610081276,-0.11822396685741252,-0.1764524734342779,3.028815767653675
10th_C31_S48,-22.17205776298208,-7.072232482967021,2.552612245211061,1.4980639620091287,2.196418832315226
10th_C32_S56,17.008384542394033,-12.114915012994995,-6.531662440886223,-6.183792369946596,-6.639966250129983
10th_C33_S64,8.005556972708343,-16.928437429404443,-6.969349847238563,0.8131863214384358,-3.538966979055892
10th_C34_S92,-0.07724106243418662,-8.713976618790051,-4.046727782329646,-0.33490412202448017,4.899312213586731
10th_C37_S49,6.407431824253015,-17.809729225510814,-8.327189682016419,2.4153610159934766,-2.6081517232049722
10th_C41_S101,-19.827701223763604,-8.097838696876673,0.8465933923257274,0.6155960136486285,3.0274833056847488
10th_C42_S109,40.51070406887692,-20.671018881519977,26.15771316076011,-37.85019050594975,-8.19260832656086
10th_C43_S50,-10.818640875977346,-22.108934897635717,-2.25199836007997,3.4645841193011013,4.362185225634876
10th_C45_S66,-17.99513239894833,-10.689666996199104,0.45763593721639473,3.2158352613692185,2.6596936538694274
10th_C46_S94,-1.37510906749426,7.871886016363387,43.00235341975842,20.037396075486853,4.182189448840061
10th_C4_S103,-8.111684038401307,-4.225595987219546,19.2838244386603,-15.958549932693243,-3.3621095950016247
10th_C50_S73,3.939148952566606,-21.83713645261909,-6.479959266322604,3.2591512607362754,4.1069687673002635
10th_C51_S80,7.194688121642907,-21.850442578925286,-5.256088451259375,-0.6317177826974854,1.2216816269435435
10th_C52_S110,-4.951971705905068,-13.568486557319448,-1.6297267814307965,1.8670303815181872,3.9701054466945047
10th_C53_S118,8.755193716572093,-24.19806335707396,-4.256722461486086,-0.32724558232054846,1.5770902022424398
10th_C54_S124,-34.983611038217596,6.6921983442085855,13.032621340158288,-6.6192639396626145,-1.675051429889856
10th_C56_S74,-12.1460223539079,9.765913557506682,35.06932804076347,12.37034810135388,-3.041604667565081
