ID_REF,GSM2040049,GSM2040050,GSM2040051,GSM2040052,GSM2040053,GSM2040054,GSM2040055,GSM2040056,GSM2040057,GSM2040058,GSM2040059,GSM2040060,GSM2040061,GSM2040062,GSM2040063,GSM2040064,GSM2040065,GSM2040066,GSM2040067,GSM2040068,GSM2040069,GSM2040070,GSM2040071,GSM2040072,GSM2040073,GSM2040074,GSM2040075,GSM2040076,GSM2040077,GSM2040078,GSM2040079,GSM2040080,GSM2040081,GSM2040082,GSM2040083,GSM2040084,GSM2040085,GSM2040086,GSM2040087,GSM2040088,GSM2040089,GSM2040090,GSM2040091,GSM2040092,GSM2040093,GSM2040094,GSM2040095,GSM2040096,GSM2040097,GSM2040098,GSM2040099,GSM2040100,GSM2040101,GSM2040102,GSM2040103,GSM2040104,GSM2040105,GSM2040106,GSM2040107,GSM2040108,GSM2040109,GSM2040110,GSM2040111,GSM2040112,GSM2040113,GSM2040114,GSM2040115,GSM2040116,GSM2040117,GSM2040118,GSM2040119,GSM2040120,GSM2040121,GSM2040122,GSM2040123,GSM2040124,GSM2040125,GSM2040126,GSM2040127,GSM2040128,GSM2040129,GSM2040130,GSM2040131,GSM2040132,GSM2040133,GSM2040134,GSM2040135,GSM2040136,GSM2040137,GSM2040138,GSM2040139,GSM2040140,GSM2040141,GSM2040142,GSM2040143,GSM2040144,GSM2040145,GSM2040146,GSM2040147,GSM2040148,GSM2040149,GSM2040150,GSM2040151
"""1553768_a_at""",5.966294692,6.632340345,6.361349893,7.622355335,6.878671958,7.306242186,6.127938168,6.492031944,6.725350503,6.71743137,6.801653677,7.266367023,7.641827085,6.686842612,7.032706022,7.058140414,7.140219896,7.031464638,6.959570502,7.304588529,6.919108057,7.169326985,6.373284431,7.685689671,7.19192034,6.757573039,7.189432085,7.242979334,6.600113761,6.556824633,6.773802913,6.865366411,6.992023824,6.86130185,7.23804707,7.362273957,6.49295581,6.799877237,6.837806765,7.294610631,6.563981182,7.056432764,7.184575497,7.165131289,6.934922288,6.834653004,6.509311178,7.310980589,7.131484994,7.599182051,7.094053714,7.150200634,6.994463236,7.263852086,7.775574534,7.157570524,6.665921327,7.300022727,7.308265366,6.101736903,6.901175952,6.603083323,7.535083408,6.879260229,6.447539869,7.075523059,6.665893668,6.194828339,7.270687538,6.837293286,6.638680046,5.938493211,6.884603208,7.254947041,7.516699129,7.093916449,7.18897844,7.56602019,6.438010178,6.989923051,7.254151173,7.307474318,7.439853668,6.908302383,6.257017204,6.584330574,6.586871329,6.314445966,7.473194529,7.118551903,7.219958999,7.075750206,6.144178341,6.793729359,7.279787304,7.153169538,6.685737387,7.132850491,7.596143578,6.840011633,6.131290798,7.152981399,7.13877688
"""1553775_at""",6.757678327,6.02790639,6.322766217,5.89266516,6.202763301,5.851507565,6.407880683,5.664864551,5.897946073,5.727783308,5.278570374,5.849076668,6.312288215,6.382314356,6.126953302,5.92476976,5.719400906,6.04291089,5.736333359,5.498636044,5.527417233,6.473442372,6.191117206,5.749581053,6.245984354,6.130388736,6.239631316,5.719644767,5.970782291,6.137816033,5.834411307,5.874251528,5.968603551,5.337162223,6.540284707,5.99195059,6.152488254,5.979634492,5.949325859,6.346225515,6.490591928,5.811921361,6.358220645,6.055458819,5.904273459,5.996279928,5.734746163,6.198852598,6.124160999,6.050487922,5.707132905,6.275468072,5.816341076,6.413534361,5.826865802,6.234840369,5.868285688,6.110241201,6.179613853,6.192288791,5.778768939,5.193005732,6.14521045,6.190251747,5.911403111,6.325472411,6.145972514,6.103816895,6.310188502,6.420172711,5.60732847,6.120188533,5.86475745,5.865456713,6.24006233,5.898621797,5.794131804,4.955825496,6.110509849,5.79672907,5.746981444,5.878243252,6.330766837,6.177328376,6.491297831,5.900921668,6.414088032,6.103982125,5.99622201,6.133876223,5.66466572,6.416359121,6.23106641,5.970393909,5.607365599,5.93614776,6.123162344,5.930312522,6.359728618,5.280400972,6.332561282,6.485808015,5.856558945
"""1553789_a_at""",4.711779377,8.268083659,6.84674562,7.194291707,7.056954481,8.414731753,6.577802843,8.150175829,7.256334324,6.435455892,6.183167155,7.662252397,8.94992766,7.768967369,7.798155272,8.335052202,6.526594974,7.951335061,8.059128184,8.052943409,7.461170233,8.907708859,8.989072601,8.027958332,7.213671951,7.025858627,8.434614799,7.646449182,7.711832208,7.155651165,7.216458552,8.375828883,8.508062863,7.99225183,8.127529721,7.841846653,4.945881306,7.431653552,6.446947419,7.969800889,7.430932651,7.641744922,8.65440592,7.567389055,7.692770451,8.098622677,7.705505241,8.163625475,7.469966991,7.849906688,7.181385572,7.898852577,8.097847515,8.17946091,8.312013465,8.873894555,8.42197561,7.012621918,7.983123667,6.926689769,6.550847353,7.35535388,8.009479145,7.297216794,7.033772744,6.673277008,6.122023444,8.090965954,7.760445584,8.279032425,6.776666954,5.626658447,8.302959453,7.333159244,8.866000192,7.789661744,7.917482445,7.440780461,7.468359509,7.961306685,6.799964323,7.534272208,8.13698144,7.250548033,7.710198826,7.175195626,6.783185878,6.365978607,8.412660908,8.46120263,7.650504958,8.672511874,7.214562956,7.309185368,8.353002114,7.143787089,6.487116033,8.646458887,8.717913659,8.236569872,7.629119444,7.226952976,7.112472586
"""1553793_a_at""",5.894635672,6.562958511,5.941718665,6.505389155,6.251369167,6.201218605,5.969139305,5.94656723,6.159152465,5.245062348,5.730440885,5.737149369,5.868951346,6.268100915,6.168938959,6.749499044,5.608030786,5.95461741,6.937336592,6.18394801,6.476403955,6.293878259,5.718184837,6.477901957,5.631300762,6.293138861,6.090956698,5.991281997,6.015826172,6.077171696,6.641133387,6.409903085,6.26847544,5.968142141,5.938567226,6.256510554,6.193056325,6.328568745,5.360352804,6.113468457,6.034420754,6.40224018,5.688648983,6.289985348,6.315990341,5.928154992,5.657188225,6.232061865,5.895376754,6.07755901,6.202763786,6.718879399,4.984546409,5.738526816,6.759022624,6.093341125,5.986265547,6.028755856,6.523181178,6.338328103,5.937219591,6.252376279,6.564862148,6.381465883,6.503109566,6.416819094,6.299544974,6.033531321,6.290830216,5.921441073,5.37571206,5.728948782,6.036290351,6.416484906,6.752789436,6.520751564,6.535233044,6.021500553,6.394788555,6.44645043,6.364574369,6.276905715,6.169074386,5.73429579,5.73596673,5.95863759,6.181258493,6.179806302,6.308360545,6.655417773,5.968585059,6.407486197,6.523876624,5.78125637,5.688120538,6.299786881,6.14757498,6.387872472,6.224503063,6.087911673,5.85689253,5.951202836,5.628574679
"""1553797_a_at""",4.104350487,6.385508176,5.50341268,6.908072991,3.952828334,6.987913511,4.744656465,5.907797124,7.895547858,5.568933523,5.607147077,7.132192572,6.784274397,6.440539024,6.623594312,6.425116942,4.574715088,6.668238523,5.15241411,6.223347899,5.920157238,6.044965041,7.594427837,6.587939183,6.498848082,6.54609231,6.350463242,5.76615404,6.440457293,5.827924447,6.181613637,7.041087571,6.086810621,6.393675181,6.462195574,6.959594705,3.6595839,6.433943213,4.977905487,6.33863373,5.330075078,7.115264087,6.24720749,5.960519192,5.973240068,6.344441169,4.40852574,5.677840409,7.456092947,6.992142926,5.180714418,6.74614773,5.244703982,6.55438446,7.263713405,6.782405059,6.709787688,7.659565382,6.889328232,4.27479474,5.00877456,5.449203538,6.723242958,7.075134207,5.701361452,4.728663163,5.096981304,6.257926126,6.63788498,6.971082294,5.032194701,5.017602999,5.772874363,6.474723211,7.282090572,5.995126498,6.01900383,5.989728216,5.77398808,5.931815391,5.348629646,6.087259234,7.169457097,7.094689694,7.447784785,5.585694247,6.217017652,4.650118599,8.585888197,6.450218365,5.663156233,6.607935887,5.388061619,5.538575493,6.215464181,6.004693908,5.951725907,7.240839947,6.575222849,7.31846985,6.644801616,5.663834223,5.737735179
"""1553799_at""",5.832987018,7.044227461,5.312342834,5.69959253,5.467574374,6.227440626,6.122238467,6.563364826,5.937562705,5.66665796,5.733064078,5.850482983,6.106710365,6.682305165,6.620865555,6.820889376,6.091227537,6.079727811,6.100624629,5.867360847,6.011428929,6.651861564,6.571315376,5.792028349,6.233276752,5.840922161,5.606250748,6.369683902,6.906481151,5.587838074,6.313402287,5.817299887,6.553327321,6.623607231,7.143355094,5.99025333,5.481323343,5.88362038,5.925291451,6.27450845,6.556282779,6.10906277,6.136134771,6.454733219,6.273863612,6.433945071,6.22074485,5.549780546,6.06664605,6.216937703,5.8653205,6.457059891,5.523855689,6.963138479,6.534743816,6.933678415,5.990956345,5.655655486,6.707606411,5.406468662,5.995851248,6.276492357,6.707606411,6.195817103,5.799783187,5.724128294,6.053224561,6.348289803,6.524948969,6.136848482,5.793904729,5.968469532,6.943607576,6.857747921,6.384901232,6.230131162,5.821493638,6.059039264,5.414596981,6.011894228,6.960185665,5.93716911,6.113465953,5.825700019,6.070041257,5.666734562,6.685728513,5.404579183,7.140913778,6.011112793,6.273297658,6.135426229,6.257925567,5.594825099,6.29840859,6.641464023,5.445209774,6.31225302,6.520683304,5.806883578,6.194241188,6.266996055,6.170944353
"""1553808_a_at""",4.543473437,5.429027363,6.983111657,5.351812937,6.722189769,5.990418774,4.572780506,6.977209313,5.815921603,5.84532476,5.54850661,6.8836598,7.372463274,6.746788489,7.144636846,6.78516883,6.116006771,7.914843341,7.775747761,5.578807473,6.793771145,7.890885289,7.293564495,6.414518374,7.056844696,5.106691348,7.193717179,7.840312066,6.878864071,6.284898502,6.859821947,8.189981226,6.604359061,6.993816849,6.394012706,6.171036073,3.251542617,7.440046613,5.969339882,6.447201219,7.008717879,7.506806653,6.023841106,5.790133485,6.217739333,6.394340848,6.320712422,6.332361363,4.039742907,6.457387411,7.043035737,6.471970819,8.586387143,6.96496115,7.714494971,7.524821743,7.051038827,7.919462993,6.760259898,4.224169665,5.963507847,7.254850847,6.917831844,6.196753453,6.423596587,5.990031962,4.487930961,5.752941027,6.603402123,5.228643289,7.569106948,6.67340518,6.240103124,7.53125891,8.804597652,5.299278904,7.535265109,7.163439374,5.900116129,6.385275127,4.735248247,5.119527078,7.243761414,7.669578204,6.290286039,5.862726206,6.040857689,5.47435559,7.345053548,7.225379959,5.989208778,6.436446074,5.610812289,6.804356878,6.289760447,6.923802516,5.283932431,7.770521648,7.646175091,7.149472712,7.15061246,6.059873183,6.72468846
"""1553812_at""",5.964667953,6.392386519,6.4816112,6.503305528,6.292316113,7.069591297,6.699722833,6.756723616,5.798665245,6.664098783,6.33751407,6.505751457,6.431097446,6.407912851,6.614754821,6.378137763,6.760766156,6.171295793,6.40429857,6.523570956,6.471213582,6.810221214,7.363495247,6.450593093,6.155626752,6.54901923,6.863936316,6.29479384,6.470280144,6.700443145,6.479153587,6.129568118,6.991528269,6.647131155,7.008108411,6.31433308,5.893819219,6.527906038,6.155322682,6.548893811,5.63185297,6.671220644,6.910492823,6.509564256,6.889342111,6.769234934,6.418629186,7.068330282,6.770993826,6.921253433,6.410839809,6.164343698,6.534129742,6.790341635,6.88398168,6.620147922,6.649714055,6.634972867,7.104764468,5.779565197,6.35463903,6.263260418,6.484545747,6.142985728,5.847575676,5.933710492,6.328155587,6.545798502,6.572961927,7.240979134,7.034191227,6.10250587,6.645799032,6.106956424,6.836195877,6.770088877,6.728948395,6.243269423,6.069480741,6.640480078,6.598796847,6.353690761,6.079493253,6.521943388,6.536271999,6.521573275,5.932061033,6.397682786,5.863515548,6.711957114,6.206818071,6.711850432,6.320967759,6.022044929,6.422742342,6.337290098,6.609649122,6.964473295,6.933535529,6.532731434,6.538278896,7.023468414,6.377722558
"""1553815_a_at""",6.292775481,7.038097516,7.037980685,5.979383731,7.281022122,7.094391365,5.81426292,6.687894797,6.918882414,6.724461212,6.598189328,7.456169687,7.585620785,7.035896522,7.285144243,8.000875127,6.52221425,7.334335106,7.181045344,6.807264539,7.052564984,7.458887986,7.386380753,7.636507167,6.45744068,6.548533724,7.360720726,7.198756516,7.061157562,7.2411628,6.437991058,6.096256089,7.649851018,6.628356927,7.369631711,6.962252492,6.19574002,7.056874427,5.967312383,7.787756128,7.296888761,6.981700478,7.767193437,7.033218943,7.312669305,7.248194666,6.706264338,7.193353071,7.479578505,7.507619251,6.662677192,7.743390418,6.782088803,7.171797941,7.549584992,7.682063209,7.367701653,7.428551978,7.528888252,6.370252274,6.501109087,6.383700387,7.595270425,7.112569019,6.881185179,7.003981317,6.710837549,6.261990924,6.14968075,6.866741991,6.856150076,6.562423752,6.761847868,7.8243422,8.225012697,7.100447466,7.51193766,6.58726521,7.189068196,7.324244375,6.898062169,7.566491716,7.037579326,7.140423402,7.086552696,6.672012945,7.174570175,6.317478852,6.982064257,7.306176612,6.927373702,6.960928863,6.84087111,6.431781398,7.147661158,7.708184877,6.872465256,7.864521425,7.766688519,7.393332875,6.977924334,6.932276241,7.017362544
"""1553843_at""",6.798028644,6.65550863,6.784063347,6.359246028,6.432738573,6.581203427,6.680701049,6.622088042,6.41938277,6.889302645,6.614116103,6.605380022,6.685934813,6.44828067,6.348071972,6.416132135,6.619804714,6.39606735,6.546970181,6.486227995,6.542124511,6.458218847,6.477947029,6.289676845,6.556129085,6.541872051,6.692034341,6.799077997,6.562705146,6.709927373,6.669371941,6.804735381,6.503332282,6.534324509,6.537683009,6.763907088,6.772936422,6.530027704,6.368754001,6.144590966,6.191623964,6.512165326,6.503823006,6.956271163,6.239148909,6.350421733,6.542423917,6.767951924,6.612046563,6.541395518,6.365847726,6.464882596,6.588599054,6.59744329,6.781526798,6.473623992,6.825233776,6.39793379,6.493986302,6.173948382,6.749543574,6.848372764,6.548491474,6.627986755,6.721468268,6.143615203,6.686557041,6.620833953,6.946015836,6.60335517,6.615148872,6.838800358,6.66403913,6.590703743,6.382705717,6.557574161,6.400289056,6.535061571,6.300152461,6.537096005,6.465690497,6.554357697,6.265733631,6.286319003,6.654925814,6.157313687,6.563565032,6.711849294,6.386488981,6.333228884,6.733129579,6.400806211,6.755628083,6.199383235,6.578339866,6.838340768,6.622027872,6.636263289,6.505281086,6.493745489,6.288804564,6.496118058,6.544305765
"""1553845_x_at""",6.20642015,6.545820024,6.56991381,6.165740179,6.254749231,6.356224361,6.513935621,6.3931586,6.213064307,6.684387038,6.321507819,6.531177458,6.546799902,6.132784539,6.234533747,6.322604131,6.414785685,6.30581909,6.167750084,6.451335656,6.258347328,6.300114303,6.081545117,6.178209066,6.399155234,6.228681531,6.51517461,6.572108997,6.330675505,6.429373989,6.32222794,6.411881194,6.397087904,6.433123622,6.534222778,6.40000337,6.495457881,6.189010028,6.208092852,6.210144476,5.987087024,6.213629517,6.247859246,6.768431867,6.252740602,6.553445749,5.879305733,6.418551022,6.402870761,6.505626514,6.248292301,6.278540748,6.390193103,6.376180955,6.530981829,6.488834177,6.37506888,6.331141907,6.25507596,6.347044583,6.216042119,6.299336555,6.262638072,6.40064661,6.167889261,6.174316412,6.242160021,6.455123414,6.712472188,6.28466447,6.418837677,6.395848499,6.380069562,6.464607042,6.219458799,6.32750794,6.253211094,6.379259124,6.639036844,6.26366072,6.258540403,5.992910892,6.081314734,6.111409659,6.255405515,5.982860306,6.385711514,6.47955045,6.063535989,6.304504335,6.398955555,6.100601334,6.465237112,6.556461466,6.200546945,6.414479393,6.367820665,6.324824866,6.201244646,6.34392442,6.310609216,6.345058183,6.119003187
"""1553857_at""",7.874454682,8.179053898,8.323459256,8.060356447,8.682173486,9.282162641,8.62557862,9.033529217,8.708713461,8.353753582,8.188839455,8.952236979,8.93080691,8.133368886,8.169357574,8.362520428,8.39680854,8.025634082,8.328621955,8.959328104,8.907743928,9.57015383,8.896030491,8.460230551,8.338440836,8.188540015,8.861415781,8.54305056,8.702908946,8.407813848,8.143621531,8.571119853,8.720057308,8.961142491,9.311248829,8.925081656,7.416383884,8.578254582,8.422074125,8.378968474,8.825988206,8.442298369,8.600946982,8.702220487,8.56828569,9.326962347,8.625726502,8.48884415,8.431901092,8.960117644,7.716728134,8.831298907,8.760518287,9.363198839,8.991476146,9.408693555,8.663356705,8.688343956,8.133049586,7.876308069,8.848819848,8.15962965,8.408008899,8.231903532,8.405520129,8.35127838,8.170010923,8.156524558,9.744193125,9.089328657,8.367271061,8.950884556,8.634850091,9.274199271,9.083838632,8.317860839,8.264154075,7.85158949,7.87569786,8.083102608,8.079641506,8.146595938,8.486022682,8.312967556,8.714813494,8.550897844,7.442103551,7.920165217,8.849951968,8.665249618,8.565864573,8.686907867,8.604727972,8.599364013,8.428425783,8.849547141,7.656015737,9.590380677,8.642376889,8.979901457,8.580843175,8.11579808,8.233400343
"""1553858_at""",8.925533247,9.004552088,9.115430383,8.178080008,9.584108552,9.765084206,9.203883485,9.565500889,9.382225179,8.78822441,9.36183322,9.586824499,9.035052079,8.515060108,8.080538471,9.412048418,8.558305074,8.815926468,7.92420012,8.612544857,9.584479783,9.180497754,9.080772781,9.284729528,8.375985715,7.915968677,8.993801099,8.497669359,8.546189394,9.182624069,8.715273722,8.666451895,9.283026318,9.197000397,9.126107936,7.854048434,8.272752605,8.315490538,9.253261378,9.321514495,8.875676404,8.55558842,9.607707035,9.479620811,9.178159568,8.887685741,8.462968259,8.910156541,9.560066303,9.205763783,8.890785162,8.298989537,8.98221807,7.880277182,9.278406454,9.594934785,9.571785987,9.604329904,8.52437553,8.615421011,8.584329948,8.346352558,8.586363943,9.200533511,8.017135974,8.386464706,7.995753512,8.533389479,7.920073127,8.229137584,9.55086835,9.114153463,9.03904704,8.083803097,8.72459606,9.506759842,8.881313387,9.507232171,9.856238203,9.530948379,9.066284552,9.202573745,8.387074501,8.578550146,9.152367286,8.860806222,9.461951011,8.410439969,9.191288684,8.721218764,9.174841103,9.590799454,8.851923506,8.520246842,9.185157337,8.519954873,8.223119831,9.314986172,10.04500573,9.164524868,8.611730429,8.393921634,8.16433676
"""1553872_at""",6.113371746,6.134851421,6.362451197,5.969640503,6.000810879,5.779273434,6.269906024,5.665432962,6.079988873,6.639013526,6.072060752,6.262704384,6.316818413,5.882073452,6.000154547,5.872751501,6.256435638,5.884746888,6.232005966,5.958343605,6.468574879,6.084828994,6.127726171,5.836147934,6.097575584,5.87132499,6.231659901,6.004549993,6.018644779,6.251770658,6.31706585,5.869403834,5.931386317,5.840168664,6.03440743,5.861479133,6.419604504,5.872800135,6.224139296,5.869225901,5.754684353,6.350735079,5.867233976,6.322432575,6.313058816,5.787538014,6.039914853,6.180169674,6.097919582,5.994902364,6.218737193,5.953368114,6.068456862,6.020784545,6.19357112,6.055157718,6.07745936,6.324311938,5.749788905,5.819967466,6.584975167,5.925030706,5.789379434,6.056180729,6.049326555,6.310241357,6.209113018,6.081380169,6.713068577,5.900578281,5.88231678,6.205652762,6.017373761,5.967862633,5.977432831,5.763079923,5.741302839,5.818687994,6.00091238,6.01102618,6.114149949,5.858586595,6.407603475,5.747748075,6.146376126,5.891505451,5.920156134,6.259853024,5.804869177,5.816052142,6.184443064,5.819471727,6.350986075,6.231115773,5.930562015,6.382871391,5.874369923,6.101356401,5.814111297,6.036384294,6.02760428,6.199507721,6.472427538
"""1553890_s_at""",6.315775012,6.217130986,6.365527361,7.203600594,5.715790766,6.085033473,6.171317653,6.481585195,5.951402896,5.824087943,6.183877995,5.858172261,6.311694188,6.209812882,5.723639453,5.528055616,5.907093283,5.940145777,6.261670439,5.972267329,5.903109874,6.229496543,7.531010934,5.968006804,5.831593914,5.859841798,6.190771411,6.560067656,5.912239571,5.974470626,6.526194058,6.149352562,6.252905604,5.59398733,6.500033848,5.811285711,6.607829927,5.753947372,5.766461056,6.731579991,5.481360905,5.782616542,6.78385863,6.551753031,6.412567266,6.407948878,6.695160336,5.83953858,6.376404416,6.304078715,5.908117287,5.89896765,6.22364905,6.759730631,6.378844319,6.597738489,6.629108672,5.564962335,6.223213353,5.440091577,5.553808492,5.507886029,5.580734566,5.96850489,5.480437118,5.348654878,6.421088788,6.255349469,6.603664316,6.262702258,6.559555382,6.416862982,6.180218552,6.386097,6.070828396,6.178895284,5.681456783,6.520003072,6.239249708,6.046347938,5.581108959,6.010619702,5.556518228,5.762837766,5.28072712,5.804543376,5.991752628,6.517556394,5.941073868,5.548963786,5.786831514,6.5381481,6.738739681,5.578806566,6.062631273,6.227149164,5.85471564,6.776671713,6.246825722,5.999884915,6.489175333,5.812848296,5.828480229
"""1553901_x_at""",6.444108095,6.050816077,6.1160176,6.308160265,6.297516492,6.296772499,6.319463823,6.348140287,6.282589554,6.422866123,6.033197485,6.539435434,5.620339215,6.090259156,6.278241498,6.346568093,6.258778772,6.004436813,6.110013141,6.201838344,6.305042325,6.048118128,5.857825073,6.172808653,6.074747727,6.047980003,6.044232264,6.37441643,6.174751585,6.63413997,6.709462128,6.184386953,6.285010067,6.292731679,6.042007041,6.202932236,6.223750811,6.136647806,6.506660488,5.850396775,5.815993886,6.048946566,5.963398972,6.020350937,6.064610182,6.160343693,6.126863121,6.435616772,6.039395126,6.049857805,6.18650039,5.911122684,6.042743183,6.129060283,6.368132494,5.86111108,6.019097529,5.961238916,6.37346846,6.83403558,6.275223906,6.797416204,6.00476366,6.235465727,6.585023825,5.987331255,6.086035889,5.874863315,5.755271735,6.029025727,6.211687224,6.296426275,5.985822312,6.149264643,5.7493948,6.389107131,6.279351396,6.574853939,6.781499685,6.809466829,6.788659301,6.113526524,5.997973272,6.070402527,6.678744731,6.861494756,6.021463573,6.298696966,5.82572354,6.271654357,5.989455557,5.984309393,6.392326639,6.125566329,6.203388923,5.676589823,6.358403969,6.467943734,5.854500046,6.129977326,6.312298546,6.55899932,6.460382025
"""1553906_s_at""",10.86908913,9.875695734,10.70267025,9.504511358,11.94669344,10.72108832,10.40026575,10.66550553,9.400208007,10.60368549,10.98918437,9.213269611,9.056272876,9.864664596,9.915519749,9.256212256,10.21375445,9.944640348,9.715284892,9.96810817,9.444432903,9.498426751,10.08603965,10.66705434,8.232870444,10.0840754,11.16015478,10.35991206,9.656598056,10.6628246,10.5228461,8.447810784,10.00500458,9.938685358,8.413598786,9.118901652,10.59610512,10.14854887,10.89954333,11.17628309,9.839910382,10.0979005,10.27991807,10.510636,10.47127873,10.11141831,9.441111397,10.17128357,10.70346562,8.940701409,10.64953672,9.288187443,9.277318053,8.823061166,9.319039788,10.19369123,10.90170657,10.94693995,8.983677304,10.83824605,10.11936133,10.16568165,8.007188038,10.49736526,10.29878987,10.50171227,9.871354755,9.224475679,7.966048041,10.13131237,10.08082997,10.29078195,10.92190974,9.058072277,8.903983568,10.49476605,10.46776384,11.04203761,10.76379743,10.38910522,10.69121693,10.9212249,9.062181309,9.990235592,9.269393935,11.49099362,10.00327882,9.786828516,10.55611564,9.471779349,10.02683616,10.67430863,10.49307938,10.60328027,9.777167531,9.174833524,10.43735982,9.569598122,9.951417773,8.535690841,10.66102599,9.697809379,8.866631223
"""1553928_at""",7.589402619,7.871195629,8.497974756,8.51290217,8.510104159,8.132557766,8.932489033,7.427257398,8.368806933,8.266219045,8.659434535,7.981684266,7.910931372,8.250397628,7.928752876,7.612154621,8.410009641,8.272484108,7.953048003,7.921731925,8.266230116,8.162009561,7.473116881,7.84136284,8.066914787,8.526719074,8.185964733,8.158172586,8.654594272,8.578529011,8.082701893,7.493225959,7.989372827,8.25229568,8.008907699,7.586915593,8.81003182,8.38152809,8.678855642,8.212642806,8.04875495,8.427498211,7.883145888,7.752913409,8.106288946,8.2455388,7.707669554,8.237085934,8.38278666,8.15956425,8.680861429,7.825342354,7.650723926,8.086825108,8.604118298,7.998848563,8.255771218,8.408367704,8.114296925,7.989728365,8.726017532,7.923773761,8.458973681,8.393797631,7.696547361,8.449380355,8.634337946,7.778347967,7.712518537,8.143654177,8.353428037,8.085931169,7.919368342,7.91232895,7.965070236,8.150693569,8.130225185,7.290464003,8.262116595,8.676806842,8.885389421,8.171703444,8.346605243,8.16098191,8.218380023,8.227912341,8.5441813,8.107763168,8.350696924,8.225176946,8.520730737,7.785009679,8.117959611,8.08689031,8.242688734,8.671106156,8.264267776,7.606841358,7.833138852,7.871212868,8.214217956,8.019893598,8.742960977
"""1553938_a_at""",5.419292103,6.032778389,5.894443693,6.147084889,5.599764282,6.394365526,6.913697045,7.099728324,5.894642232,6.122168213,6.486984087,5.710794885,6.885353094,6.882228574,6.797598745,6.228783791,6.413425295,5.637387471,6.464052804,6.575069877,5.740167132,7.165774771,6.579550571,6.498450001,6.042315299,6.564957556,6.896036961,6.100937719,6.639965269,5.762979311,6.373402238,7.528406014,6.717318437,4.7473917,6.268482764,6.122450564,5.611577575,6.11334153,6.919464865,6.281832474,6.041619872,6.296385174,6.948975558,6.115163337,6.453553812,6.778091619,6.56468312,6.704374168,5.328583281,6.503637428,6.828778652,5.877391093,5.81051237,7.264948613,6.242659551,6.06666291,5.769278871,7.039471774,6.29827449,6.144302571,6.526969554,6.446413377,6.911245649,5.401596745,5.220571628,5.807794004,6.497785026,6.593898274,5.383527476,7.206651102,6.41239904,6.37796874,6.488437291,5.786821802,5.382966722,6.438530179,5.883383652,6.677674931,6.796779095,6.614494806,6.794833314,5.971982795,6.339276709,5.107300023,6.70746783,6.938305758,6.324073641,5.454186534,7.065095556,5.905103964,6.084027564,6.322852643,6.604958493,6.430050635,5.240610271,6.541599014,5.984191765,6.728888742,6.552642303,6.204165168,6.407517863,7.065095556,5.699408754
"""1553940_a_at""",7.486980606,6.853298825,7.478081631,5.368682683,6.563489115,6.492067944,7.356699177,7.102823615,7.109877468,6.908211161,7.509262158,6.886699015,7.197376313,6.879484022,7.053962,6.21442428,6.734986008,6.493554495,6.50947103,6.355871771,6.574481208,6.82664021,6.935288265,6.240418288,6.780315545,6.884202517,7.164523721,6.726946666,7.197953892,6.082631817,6.36015943,7.185511973,6.140406867,6.648794949,6.860317553,6.473272664,7.402587939,7.036519469,6.790235943,7.352883422,6.476029564,7.305616953,7.494884181,6.9719121,7.664364656,6.901073245,7.336659089,5.965195362,7.010711245,7.096510121,6.810220913,5.919384694,7.179452697,7.029496915,6.545903249,6.814834938,6.646423059,7.226252084,6.318497776,6.968196309,7.156822008,6.427256915,6.94216003,6.867676499,6.558317171,7.139101919,6.712865593,7.159752417,6.534454392,7.201057516,7.021545144,6.970220981,7.081056734,6.562927083,6.325491727,6.706634741,6.624271679,5.848542239,6.992337884,7.340732562,7.374582069,7.312748672,6.570014706,6.404066577,6.48972905,7.328136184,7.016218514,6.660089904,5.557942511,5.973510375,6.871712248,7.049369403,7.465164354,7.395675957,6.418372368,6.780877742,7.082069825,6.377572536,6.489980237,6.440021259,7.14133934,7.284176601,7.00493619
"""1553944_at""",5.595931943,7.051931784,6.176327877,7.145582847,6.869751826,7.332675142,6.644038396,7.521314084,7.431514757,5.256196281,6.648335737,7.748191123,6.587863171,7.024405756,7.461581649,7.420504346,6.057500132,6.590341467,6.985339016,7.853290056,8.044880428,7.335216671,5.991942913,7.411184781,6.543932161,6.95362646,6.853457242,6.030740606,6.852258196,6.323620212,7.233630274,7.261782329,7.972722256,7.150816056,7.433722492,6.858919998,5.878208131,6.84357597,6.623133873,6.455873094,6.972639916,6.912678504,7.257973528,7.481822208,6.972139172,6.981247157,6.506631073,7.075529812,5.768884308,7.596086171,7.280409425,6.605217501,7.250082839,7.644128289,7.711287165,7.773141391,6.958827502,7.140787022,7.427037971,6.752947012,6.86264318,7.10715754,7.794860432,6.99666067,6.438371231,6.595285799,6.174864392,6.734490033,6.305718253,7.499814882,6.805396672,5.73344103,6.807406737,7.453938113,8.062751217,7.414564494,7.391034914,6.807680033,6.390650742,7.640637645,7.897689439,7.291004639,7.360883944,6.170334489,6.555320985,7.305880858,5.971242846,6.063082775,6.631388208,7.638552696,6.646724212,7.35087733,6.753174121,7.193608114,6.383506264,7.603670805,6.823539315,7.160329988,8.060844096,7.566483502,6.345316607,7.120135625,6.2927933
