ID_REF,GSM631755,GSM631756,GSM631757,GSM631758,GSM631759,GSM631760,GSM631761,GSM631762,GSM631763,GSM631764,GSM631765,GSM631766,GSM631767
"""200659_s_at""",8.5276,7.84529,7.63583,7.7024,8.45652,7.93818,7.9609,7.84708,6.98874,7.18578,6.79659,7.45555,6.96464
"""200660_at""",9.35637,8.63547,7.12315,6.81563,9.18106,8.52549,7.9535,8.30066,8.45449,7.85295,8.88292,9.20664,9.09332
"""200661_at""",9.05949,9.0836,8.64878,7.8827,8.16948,8.33491,8.98851,9.08841,7.48454,8.57378,7.35485,9.07157,7.12235
"""200662_s_at""",9.60034,9.33747,9.64363,7.43736,9.58083,10.2125,8.69817,8.49514,6.25878,5.16528,6.26011,7.16868,6.76769
"""200663_at""",12.1238,11.8294,11.5923,10.8253,12.32,12.5333,12.1869,11.8498,11.8888,11.0103,10.9847,12.09,11.7828
"""200664_s_at""",6.7658,6.56932,6.1032,5.3468,7.22016,6.91252,5.65733,6.6021,6.24482,6.70073,5.99565,6.44137,5.7699
"""200665_s_at""",7.37478,8.34609,8.06611,6.9408,7.11993,5.18208,8.00004,7.79536,5.82452,6.22557,5.59581,8.12835,6.59213
"""200666_s_at""",8.25662,7.9646,7.09591,6.88374,8.08316,8.01962,7.29752,7.39106,6.91446,9.20781,7.22555,8.13889,7.40468
"""200667_at""",10.0334,9.98427,10.1905,7.83121,10.3946,10.1828,9.7186,9.28872,8.60739,6.92766,7.66367,9.01788,9.34923
"""200668_s_at""",9.99397,9.71146,9.81728,7.43189,10.4617,10.4802,8.83445,8.88995,8.83646,6.35647,7.6741,8.57939,8.71465
"""200669_s_at""",8.6326,7.56244,7.57675,6.91683,9.04931,9.53302,8.25611,6.84772,7.4622,6.20564,6.86251,7.54202,7.63223
"""200670_at""",8.59956,7.7807,7.98372,7.42766,7.62058,8.42931,7.17798,6.71701,6.62677,6.71821,6.73484,7.30024,6.188
"""200671_s_at""",4.7065,4.96358,4.32659,5.2909,6.26635,5.01351,5.42932,5.3794,5.68306,5.49385,4.93314,5.92003,6.80584
"""200672_x_at""",6.37883,5.51366,5.38603,5.80679,5.78766,6.54433,5.68831,5.54956,6.16017,5.83708,6.34149,6.37923,6.45855
"""200673_at""",9.88204,9.83224,10.2068,9.53519,9.80276,9.62866,10.0439,9.73586,8.97337,8.51522,7.57786,9.82516,8.78992
"""200674_s_at""",11.4227,11.819,11.4477,11.9058,11.5222,11.5532,10.9755,11.7422,11.4463,11.339,11.5111,11.2197,11.2372
"""200675_at""",9.84977,9.40593,9.61893,9.44525,10.1977,9.73514,10.094,9.20077,8.08918,9.85814,8.88134,10.3699,8.57146
"""200676_s_at""",6.10295,5.54092,5.32822,6.31306,5.96624,6.05324,5.78073,5.35727,5.40053,6.10689,6.11032,6.29901,5.51708
"""200677_at""",10.5258,9.73589,9.28447,8.70092,9.70506,9.75781,9.73138,9.39729,9.51427,8.29402,8.53493,10.4129,9.07109
"""200678_x_at""",9.08016,9.5369,9.21349,8.44697,8.79382,8.36655,10.0714,9.17751,8.03296,8.85913,8.22769,9.46465,8.32875
"""200679_x_at""",8.66193,8.27196,7.51935,6.25608,8.88852,8.39166,8.61943,7.74927,8.24023,6.03379,6.65991,8.21301,8.32161
"""200680_x_at""",10.9461,11.0553,11.0765,9.42842,10.6361,10.5914,10.9311,11.1481,10.9166,8.7977,8.52376,10.8798,10.3575
"""200681_at""",9.60419,9.211,9.53186,8.18657,9.95698,9.47882,8.69851,8.72262,7.31353,7.28914,7.60209,8.53681,7.96048
"""200682_s_at""",9.28926,8.95895,9.03251,7.24714,8.71055,8.93058,8.2017,8.78959,7.91519,6.86865,7.87157,7.47954,8.32078
"""200683_s_at""",7.7813,7.16978,7.25133,6.93649,7.0695,7.20318,6.76,6.51951,6.51229,6.69096,6.78565,6.51713,6.13644
"""200684_s_at""",7.19098,6.55271,6.31287,6.8363,6.65595,6.52942,6.36585,6.15678,6.87006,6.35319,6.13469,6.51037,6.10429
"""200685_at""",3.5673,4.44574,4.90393,3.71093,3.64686,3.65478,4.01461,4.03547,3.08737,3.11627,3.256,3.83393,3.57046
"""200686_s_at""",8.69642,9.71837,9.71601,8.82026,9.67229,8.80547,9.23953,9.827,8.86705,8.3677,8.11136,9.04459,9.33998
"""200687_s_at""",8.19849,7.50629,7.7023,7.23158,7.71148,7.00679,7.96877,7.6187,7.74538,7.45451,7.60342,7.70388,7.11207
"""200688_at""",6.41611,6.35027,6.48334,6.72052,6.60423,6.64703,6.64485,6.79358,6.85345,6.88772,7.01114,6.77654,6.48118
"""200689_x_at""",12.0007,11.83,11.7626,11.6743,11.8813,12.2176,11.4364,11.3362,10.7006,11.601,10.8889,11.3205,10.9683
"""200690_at""",6.1066,6.22883,6.4606,4.9989,8.09286,6.80111,6.19556,6.31875,5.38734,4.87916,5.76594,4.72477,6.43508
"""200691_s_at""",10.1599,9.83291,10.0277,8.242,11.151,10.4026,9.64705,9.53613,8.71654,7.88282,8.88527,8.74559,9.13162
"""200692_s_at""",9.15823,8.32886,8.06925,6.01803,10.0421,9.57792,8.69694,8.64374,9.0488,4.83181,6.42342,7.55209,9.003
"""200693_at""",10.6576,10.0647,10.1941,8.85703,10.3058,10.7604,9.9295,8.94138,9.22128,7.85795,7.68529,9.21826,8.71791
"""200694_s_at""",8.43507,8.31663,8.67904,7.64684,8.21769,7.60466,9.05967,8.26282,7.83461,7.78936,7.59063,7.87551,8.24652
"""200695_at""",8.11752,7.57664,7.61839,7.94467,8.89972,8.15711,7.90896,7.46396,6.5599,7.85926,7.68263,7.89172,6.95003
"""200696_s_at""",9.42719,8.84446,9.68392,8.31464,8.16945,7.77303,8.88025,9.21325,9.07692,8.33622,7.29404,8.97738,8.23039
"""200697_at""",8.67608,8.65468,7.85136,7.32514,8.6361,8.3524,7.85362,8.84869,8.60756,8.55666,9.02069,8.3532,8.57673
"""200698_at""",8.34689,7.70909,8.03315,7.04957,8.70133,9.09763,8.50261,6.32178,6.02357,5.86933,6.0419,7.06505,6.96189
"""200699_at""",8.32329,8.43908,7.69303,9.08825,8.32196,8.07233,8.32175,8.13718,7.29852,8.66622,6.10919,8.69799,6.90003
"""200700_s_at""",9.96713,9.53893,9.4257,8.45068,9.66468,10.0934,9.56907,8.19662,7.84865,7.64725,7.73825,9.04135,8.30988
"""200701_at""",9.44655,9.89201,9.33521,8.43553,9.25266,9.46656,9.68357,9.55791,8.3347,8.51669,7.66462,9.45323,7.63075
"""200702_s_at""",6.536,7.11481,6.7647,6.07241,6.75056,6.15765,7.60761,7.57647,7.9888,6.38399,6.93455,6.71359,8.48326
"""200703_at""",10.2933,9.38727,9.01976,9.49794,7.99724,9.05272,8.46257,8.68502,8.9089,8.75787,7.32884,9.16153,6.88873
"""200704_at""",9.70785,9.52115,8.90763,8.8833,9.33449,8.55047,7.34079,9.70754,9.66558,9.02653,7.30415,9.66297,9.11884
"""200705_s_at""",11.2893,10.9989,10.2914,9.93374,10.8313,11.5026,9.51027,9.88661,9.24716,8.76034,9.27179,9.44075,9.30861
"""200706_s_at""",8.23972,7.75884,7.19991,7.97272,8.50099,7.37959,6.74917,7.39199,6.7633,7.20966,6.52997,9.22911,8.06078
"""200707_at""",7.03684,6.70668,6.52491,8.14194,7.24263,7.09628,7.06003,7.23595,6.16418,7.65322,7.2594,7.31488,5.56301
"""200708_at""",9.37091,9.11342,8.87726,8.63286,9.41415,8.70517,8.52973,8.72176,8.01317,8.48565,8.1351,8.45728,7.93905
"""200709_at""",8.41448,7.86757,7.61281,7.2837,7.70727,7.58304,7.7478,7.11472,7.37941,7.45929,7.0604,7.7494,6.92643
"""200710_at""",9.26488,8.97253,8.48958,10.8949,10.157,9.25986,9.7697,8.81608,9.22609,10.3228,9.32811,10.7524,8.94505
"""200711_s_at""",9.37889,9.57229,9.97387,9.09241,9.66456,9.94096,9.50208,9.53594,7.5789,8.26207,8.22347,9.15559,8.92401
"""200712_s_at""",8.07964,7.26561,7.99753,5.62359,7.88927,7.70259,7.89591,6.58538,6.99725,5.90758,6.05377,6.21968,6.30949
"""200713_s_at""",10.8041,9.75794,10.5993,9.76818,10.9388,10.6269,10.6516,8.69335,8.79891,9.28075,8.87169,9.48833,9.4859
"""200714_x_at""",8.52037,8.761,8.56774,9.67931,8.6324,8.24108,8.96789,8.74387,8.29227,9.70912,8.73389,9.29687,8.07444
"""200715_x_at""",11.9046,12.1315,11.4048,11.8373,11.3272,11.8448,11.0594,12.0884,11.223,11.2394,11.2866,11.4442,11.2631
"""200716_x_at""",12.612,12.0264,10.9266,11.9991,12.2226,12.3872,11.4237,11.8096,11.0429,11.5497,11.4857,11.8071,11.1571
"""200717_x_at""",12.1384,12.3437,12.4314,12.1687,12.3373,12.3787,11.7486,11.9486,11.7342,11.389,11.0993,11.5884,11.7372
"""200718_s_at""",11.1594,11.1186,11.3177,9.80984,10.3666,11.0972,10.787,10.5392,10.3618,9.37454,8.95683,10.4136,9.76361
"""200719_at""",7.42711,6.4861,7.78312,6.0358,7.61759,7.46202,7.23065,6.53278,5.78195,6.7981,7.36134,6.57402,6.75534
"""200720_s_at""",7.87112,7.64309,7.42106,7.20327,7.57804,7.86371,7.17831,7.29876,7.26818,6.43911,6.45748,6.44996,6.30423
"""200721_s_at""",6.87123,6.5981,6.32752,6.43042,7.05764,6.34492,7.13664,7.02677,6.11835,6.41459,6.66105,6.6979,6.27887
"""200722_s_at""",6.0279,6.01749,5.91522,6.21059,6.20961,6.35834,5.83409,6.28249,6.18034,6.31496,6.18217,5.79658,6.05293
"""200723_s_at""",8.66268,8.00798,7.80995,6.18613,8.35779,8.36536,7.73387,6.63611,5.65806,5.13248,5.49254,7.07171,6.22074
"""200724_at""",4.51482,4.9027,4.8267,5.17808,5.10208,5.11218,4.91493,4.98524,5.47507,5.06468,5.17126,5.08732,4.9241
"""200725_x_at""",12.3809,12.3105,11.5456,12.1756,12.1955,12.4871,11.3154,11.7075,11.2166,11.4646,11.4864,11.7002,11.1383
"""200726_at""",9.3982,9.52414,9.97411,8.21486,9.06131,10.3334,9.27754,8.55068,6.84982,7.41247,7.56448,8.11969,8.16617
"""200727_s_at""",5.9319,5.90063,5.37632,5.60165,6.97559,6.64676,6.85578,5.89632,6.03872,5.61531,5.95765,6.18564,6.37293
"""200728_at""",9.63431,9.21411,9.09814,6.6259,9.46125,9.68623,9.17964,8.85307,7.50471,5.99397,5.50384,8.93543,6.8525
"""200729_s_at""",7.37984,8.17186,8.22649,5.23732,7.87109,8.46129,5.67857,7.47321,7.93118,5.45595,6.71857,6.91869,7.9622
"""200730_s_at""",6.14701,4.86598,4.84339,3.68211,6.31509,7.08208,4.98037,3.85868,3.95456,4.19964,4.03764,4.87049,4.2021
"""200731_s_at""",7.2341,7.41129,7.31271,5.39518,7.55359,8.20482,6.89403,6.83338,6.01936,5.49578,6.02571,6.63048,6.52953
"""200732_s_at""",10.9113,10.9748,10.8479,8.5418,10.4236,11.4225,10.0619,9.92421,8.2933,8.92582,8.93093,9.76297,9.54673
"""200733_s_at""",6.67739,6.57883,6.87926,5.4834,6.388,6.93532,7.03631,6.64862,6.89874,5.8713,5.97471,7.09236,6.53497
"""200734_s_at""",8.80564,8.60469,8.39314,8.38779,8.11842,7.7155,8.76504,8.45518,10.0778,9.29912,8.75792,9.05875,8.0954
"""200735_x_at""",11.7446,11.7311,11.0472,10.2864,11.6699,11.8283,10.5256,11.1562,10.496,8.83072,9.41396,10.3835,10.4196
"""200736_s_at""",9.1674,8.83198,8.64013,7.98789,8.56196,9.15214,8.82683,8.53455,8.14855,8.23879,7.4014,8.84693,8.44271
"""200737_at""",9.55291,8.82018,8.91327,7.23287,9.02116,9.47921,8.81929,8.32172,7.40343,6.5579,6.54451,9.40526,7.12165
"""200738_s_at""",11.2142,10.6044,10.7557,8.95346,10.6199,11.1319,10.3544,10.4898,9.62786,8.82241,8.36865,11.2281,9.26972
"""200739_s_at""",5.82881,5.74808,5.42049,6.15711,6.17576,5.30105,5.9529,6.00239,6.26739,5.93551,6.17188,6.17847,5.95109
"""200740_s_at""",9.16645,8.92266,9.16218,7.93455,9.06665,8.46121,8.79323,8.79855,7.52603,7.64621,7.51299,8.64359,7.87408
"""200741_s_at""",10.9321,11.3788,11.5044,11.548,10.7049,10.9449,10.4634,11.4703,10.9907,10.4612,10.5012,10.7393,10.9809
"""200742_s_at""",6.37945,5.06501,5.81446,6.47691,5.53634,4.98155,6.34166,4.45781,6.02362,6.46546,5.57683,7.03836,5.2637
"""200743_s_at""",8.2171,8.49831,8.63335,8.18285,8.14092,7.16066,8.75257,8.11845,8.81756,8.69808,7.5402,8.89918,7.03233
"""200744_s_at""",8.55217,8.07968,7.39589,6.65647,8.54048,7.68063,7.86273,7.29057,7.85146,6.12779,6.421,8.18812,6.88329
"""200745_s_at""",8.60011,7.97621,8.55686,6.58855,8.9018,8.51968,8.54133,7.10366,6.74936,6.47011,6.56782,7.75928,6.96179
"""200746_s_at""",9.24843,8.91973,9.44167,8.35846,9.79629,9.10426,9.42071,9.07034,8.40247,8.28851,8.72776,8.98298,8.08107
"""200747_s_at""",7.31204,7.7405,7.58852,8.26747,7.1071,7.12228,7.79135,8.1568,7.86971,8.20692,7.4635,8.38105,7.08315
"""200748_s_at""",11.7762,11.5813,10.8843,10.5103,12.1936,11.461,11.7008,11.4381,10.496,9.08946,9.37222,11.5963,9.90764
"""200749_at""",8.25618,8.21331,8.69497,6.14752,8.70424,9.38425,8.01212,7.57491,6.40692,6.20219,6.99987,6.65251,7.79206
"""200750_s_at""",10.7849,9.39519,8.99229,6.80701,10.3825,10.4118,9.11531,8.75102,7.70194,6.30285,7.17108,8.04579,8.50259
"""200751_s_at""",5.10926,4.13593,4.13401,3.24706,5.58938,5.42852,5.18408,3.19375,3.63976,3.00042,3.02313,4.24816,3.81556
"""200752_s_at""",7.7266,7.84908,6.96178,7.58873,7.52975,6.58405,7.29692,7.65501,7.76499,7.45048,7.34326,7.90481,7.42202
"""200753_x_at""",6.73515,5.83656,5.78774,4.86083,6.33641,5.96611,5.49211,5.49059,5.65586,4.60443,5.44483,5.13274,5.75184
"""200754_x_at""",10.5072,9.80391,9.6703,8.84496,10.1616,10.5186,9.38964,9.12964,7.67076,7.27669,8.05869,9.40927,8.14859
"""200755_s_at""",7.31074,6.92508,6.68606,6.60235,7.35242,7.05649,6.71455,6.36423,6.37486,6.36176,6.05018,6.64298,6.10344
"""200756_x_at""",6.60274,6.16398,6.16398,6.12214,6.33409,6.17569,6.08908,5.7136,6.3032,6.16553,6.64716,5.75661,6.29709
"""200757_s_at""",7.35075,6.61158,6.61229,6.58697,6.57101,6.89565,6.17781,6.80768,6.56385,6.35825,5.70603,6.75243,5.94466
"""200758_s_at""",8.46926,8.27694,8.64923,7.88798,9.16573,7.84108,9.2754,8.24263,7.88397,7.98915,8.01068,8.38933,8.0674
"""200759_x_at""",8.21231,8.39177,8.62766,7.71109,8.42738,7.3187,8.75698,8.33495,8.68783,8.34086,8.4454,8.48645,8.27039
"""200760_s_at""",7.86631,7.62734,7.24003,5.49446,7.79068,8.18179,8.17622,7.00594,7.38095,5.16656,4.76024,7.8823,6.97142
"""200761_s_at""",10.4,10.6679,10.9148,9.83803,9.74586,10.3917,10.3066,10.6225,10.2395,9.57596,8.29884,10.8123,9.42436
"""200762_at""",7.65677,8.35178,9.58219,6.48615,6.81597,6.56659,9.19757,7.10709,5.93712,6.90901,5.22494,7.00344,6.34163
"""200763_s_at""",11.9803,11.8377,11.2236,11.9182,12.0618,11.6682,11.4095,11.7274,10.9857,11.7677,11.5574,11.9453,11.3607
"""200764_s_at""",8.27093,7.80571,7.22713,6.52449,8.10006,7.72768,7.35004,7.38654,7.60054,6.07859,6.02158,7.52705,6.98413
"""200765_x_at""",10.9213,10.5941,10.2515,8.68899,11.0922,10.0967,10.5002,10.4734,9.44519,8.50464,8.93708,10.706,9.88297
"""200766_at""",6.86747,7.60718,6.88368,7.73275,7.01561,5.9701,6.95439,8.07162,7.04298,7.71909,6.51017,8.23439,6.14165
"""200767_s_at""",5.80305,5.90791,5.92559,6.18403,5.90917,5.93617,5.83637,5.97821,6.6866,6.15677,6.28311,6.08159,5.90891
"""200768_s_at""",8.81903,8.55933,8.15059,9.11638,9.05811,7.72052,8.75292,8.5434,8.06497,8.28235,8.35459,9.1076,8.85468
"""200769_s_at""",5.3141,4.52606,4.35818,4.83793,4.56908,5.54379,4.31938,4.60248,4.78132,4.5393,4.66662,4.58462,4.93293
"""200770_s_at""",8.73454,8.24334,7.8955,7.29351,8.67325,7.05249,7.32401,7.8967,7.93015,7.38087,7.27766,8.25325,7.16401
"""200771_at""",9.23338,9.05773,8.63569,7.79521,9.45583,7.68099,8.12418,8.53117,7.39865,6.67285,6.76609,9.29165,7.01627
"""200772_x_at""",9.82367,9.436,9.07021,8.05729,9.64087,9.55724,10.0954,10.1731,10.819,8.93483,9.72058,10.4894,10.3344
"""200773_x_at""",10.1533,9.65333,9.39945,9.6991,9.54698,10.1582,9.37862,9.16163,9.53339,8.84776,8.83798,9.73168,9.07877
"""200774_at""",10.3211,10.7988,10.7664,9.41166,10.122,10.0547,10.6177,9.97641,10.0068,9.04618,8.35205,10.8578,9.48014
"""200775_s_at""",9.73125,9.38223,9.17018,8.98829,10.2853,10.0386,9.61955,9.00104,9.86568,8.00484,7.21891,9.78255,8.67028
"""200776_s_at""",8.39373,8.13213,7.95462,5.34273,8.55985,8.29,7.49796,7.62112,7.19129,5.60167,6.52386,6.14942,7.66658
"""200777_s_at""",9.8512,9.75557,9.80546,7.32245,9.90922,10.1343,9.27122,9.33751,8.0515,6.90544,7.60449,8.65951,9.22419
"""200778_s_at""",7.56117,7.6069,7.28169,7.3059,7.47096,6.89007,7.42984,6.94865,7.90494,6.16051,5.61539,7.4956,5.77184
"""200779_at""",11.221,11.455,11.0937,10.331,11.704,11.6476,10.7496,11.2046,11.1492,10.1203,10.8159,10.6455,10.8879
"""200780_x_at""",12.5439,12.6437,13.4235,11.6382,12.0615,11.868,13.4528,10.9257,9.20323,10.8952,10.8065,11.986,11.0409
"""200781_s_at""",10.7913,10.6109,10.6252,10.3229,10.3957,10.5255,9.83684,10.2779,9.35601,8.72576,9.5052,9.83228,9.82967
"""200782_at""",10.234,10.1224,9.82062,8.55423,11.9519,11.152,10.0882,10.0304,9.80292,8.23637,9.36359,10.5912,9.9249
"""200783_s_at""",6.99182,7.07051,7.64093,6.53546,6.50138,6.07472,6.706,7.00171,6.82461,6.48552,6.16306,6.80013,6.26513
"""200784_s_at""",5.95624,5.95506,6.09365,6.89999,6.08118,6.21894,6.16266,6.55176,6.75766,7.30644,7.41213,6.38621,7.42397
"""200785_s_at""",4.98095,4.87086,4.92201,6.04292,4.84304,5.62464,5.05058,5.26792,5.66058,5.90257,5.67278,5.6073,5.57344
"""200786_at""",10.4873,9.68312,9.61508,8.65909,10.3839,10.1321,9.46049,9.03218,8.51393,7.6713,8.29687,8.64236,8.62358
"""200787_s_at""",6.39813,6.38853,5.85911,5.54327,7.73976,6.98847,6.60682,6.00989,5.66704,5.9743,7.02158,5.91803,6.49317
"""200788_s_at""",8.82778,9.31181,8.48575,7.68208,10.0074,8.80513,9.0342,9.00396,8.74706,7.80802,8.80745,8.9116,9.44178
"""200789_at""",8.49228,8.48233,8.10005,9.51278,8.32986,8.38764,8.76169,8.37582,8.54207,8.50726,8.00041,8.71682,8.27006
"""200790_at""",10.6551,9.00059,9.37107,8.12199,11.0722,10.1684,9.38454,8.68961,7.78254,8.08867,7.91614,8.66526,8.21857
"""200791_s_at""",8.76554,9.38529,8.92007,7.96721,8.76006,8.18372,7.94236,8.57163,7.67449,7.49328,7.32229,8.47124,7.03692
"""200792_at""",10.6163,10.2984,10.4369,9.14625,10.9538,10.6011,10.6634,9.74706,9.39202,9.11375,8.79302,10.0563,9.19204
"""200793_s_at""",8.10454,7.28322,6.93297,7.9389,7.6973,7.8866,7.71508,6.51469,6.94789,7.5537,6.60172,7.74108,6.63756
"""200794_x_at""",10.2706,10.074,10.4479,8.92481,10.6333,10.3037,10.1642,9.92922,8.41144,8.2461,8.73482,9.74699,9.57035
"""200795_at""",7.03856,6.23384,7.02625,7.73929,7.0989,5.96243,5.86646,5.42219,5.36035,6.87368,6.74137,5.70104,7.49073
"""200796_s_at""",3.57148,3.40307,3.58157,3.76122,3.64907,3.66746,3.45678,3.5064,3.8875,4.15694,3.88187,3.59696,3.8376
"""200797_s_at""",10.307,10.4127,9.8149,9.38226,10.871,10.5511,10.6113,10.2609,10.1077,11.4751,9.84039,11.0193,9.84718
"""200798_x_at""",5.47263,5.09388,4.78997,4.15273,5.75379,6.19619,4.94322,4.21129,4.65126,4.72614,4.81496,5.24457,4.93382
"""200799_at""",9.70609,9.53554,9.55856,8.61638,10.8629,9.28994,9.39116,8.97766,10.6116,11.9411,9.66348,10.7973,9.80335
"""200800_s_at""",8.75226,7.97156,7.71755,6.8837,10.6603,7.99144,8.57026,7.14044,8.12822,10.3407,7.12029,9.97284,7.83972
"""200801_x_at""",12.7499,12.045,11.364,11.0895,13.096,12.4931,12.3897,12.2372,11.7038,11.7709,12.1607,12.9608,12.2212
"""200802_at""",9.39371,8.97766,8.96731,8.20304,9.77405,8.9212,8.9392,8.17345,8.38524,8.00705,7.84579,7.73664,7.78103
"""200803_s_at""",9.99764,9.40884,8.98205,9.50284,9.55826,9.64007,9.27278,8.46168,9.54155,9.28447,8.53183,9.49359,8.86514
"""200804_at""",11.1595,10.7725,10.6824,10.7601,11.719,11.2233,10.9322,10.1858,9.17454,10.3822,10.2168,11.0976,10.0656
"""200805_at""",8.50341,7.82241,7.65969,8.15376,8.05115,8.02882,8.10412,7.81532,7.72063,7.77077,7.18693,8.37011,7.17045
"""200806_s_at""",7.58488,6.4239,5.88658,5.05297,7.48904,7.822,6.53136,4.97094,5.26849,5.09459,5.11897,6.12896,5.36961
"""200807_s_at""",10.7603,10.4923,10.2622,10.538,10.9682,10.2705,10.2861,10.121,10.6509,9.65903,8.48772,9.89636,9.4147
"""200808_s_at""",6.63368,5.80785,5.18618,5.76553,6.68645,5.42715,5.60308,5.61238,5.4105,5.70595,6.34533,5.931,5.31517
"""200809_x_at""",12.5557,12.4716,12.5155,12.3454,12.3396,12.1649,11.8928,12.2006,11.1982,11.5904,11.3834,11.8625,11.5705
"""200810_s_at""",11.2154,11.3571,12.2967,11.1482,11.593,11.1468,12.265,11.6725,9.84808,11.4972,11.0533,10.1952,10.6729
"""200811_at""",9.20667,8.73038,10.1525,9.18071,9.82236,9.41424,10.3158,8.34488,7.09168,8.67507,8.35368,8.41982,8.47002
"""200812_at""",8.45589,8.41271,8.29833,7.96736,8.69669,8.29728,8.87248,7.93867,7.844,7.59034,6.74062,8.10365,7.45757
"""200813_s_at""",7.42427,7.4796,8.10462,5.87203,7.69052,7.26379,7.0156,7.52045,7.08225,6.41025,6.60264,6.71032,6.68766
"""200814_at""",10.1454,10.3411,9.65073,9.52185,9.23943,9.10779,10.094,9.99192,9.93021,9.56073,8.90825,9.63227,9.14778
"""200815_s_at""",7.49404,7.56353,6.97171,6.71726,7.92705,6.62559,7.33975,7.15407,7.92874,7.21303,7.00046,7.36496,6.60206
"""200816_s_at""",8.54673,8.44583,8.89444,6.85361,8.3795,8.26418,8.75929,7.6695,6.77498,6.26674,5.60718,7.36565,7.00996
"""200817_x_at""",11.3636,11.412,10.9948,11.2726,10.9227,11.5588,10.6625,11.2733,11.2723,10.662,11.0189,10.587,11.0599
"""200818_at""",10.3606,10.4136,9.94595,9.07994,9.08512,9.59947,9.33477,9.94868,9.2106,8.29988,7.6595,8.70079,8.0465
"""200819_s_at""",12.9049,12.5093,12.548,12.6251,12.7707,12.5046,12.5904,12.6335,12.7514,12.5814,12.1263,12.5614,12.207
"""200820_at""",9.05683,8.44262,8.00536,8.34671,8.86795,9.69366,8.22752,7.90795,7.54649,7.44808,7.53151,7.49071,7.18999
"""200821_at""",6.90942,7.52386,8.0026,5.32,6.8108,6.2316,7.24755,6.64358,4.88103,5.50203,5.0326,6.7377,5.12498
"""200822_x_at""",9.62706,9.005,8.71442,8.13221,8.76525,9.0752,9.01029,8.72018,8.70854,8.75861,7.99666,9.34723,8.14937
"""200823_x_at""",10.2989,10.2486,9.59501,10.5256,10.2411,10.8941,9.03357,9.80295,9.01257,8.71085,9.6634,9.73899,8.85314
"""200824_at""",8.15493,7.98762,7.3053,8.00632,7.66076,7.99949,7.49624,8.10834,8.13987,8.44887,8.05499,7.98164,7.88855
"""200825_s_at""",8.08145,7.93484,8.07735,9.83494,8.05726,7.40929,8.40529,8.06216,8.11071,9.23525,8.26408,8.42419,7.07895
"""200826_at""",9.62779,9.86345,9.3735,9.23361,9.43631,8.96532,8.79074,9.73385,9.44781,8.64488,8.56303,8.68409,7.76954
"""200827_at""",5.5903,5.54566,5.21453,6.40141,5.20882,5.22685,5.60419,5.91475,5.69214,6.62166,6.37496,6.60939,5.82695
"""200828_s_at""",8.62619,7.54043,8.33734,6.07815,8.45781,9.11356,7.29302,6.51115,6.00559,6.2385,6.40712,6.5634,6.74975
"""200829_x_at""",9.70045,9.87362,10.0181,7.35099,9.17479,9.66722,9.12986,9.69571,8.6648,7.39987,8.22937,8.27423,8.75859
"""200830_at""",10.1544,9.63653,9.85735,8.15212,10.7456,9.68118,9.89007,9.80963,9.36062,8.27525,8.65872,9.03052,9.21776
"""200831_s_at""",7.08892,6.35868,6.77459,7.26661,6.53462,7.18006,7.23058,6.36631,7.15639,7.45379,7.68086,6.56069,6.80312
"""200832_s_at""",9.37601,9.10589,9.82253,5.65492,8.17708,7.45186,10.3108,7.03649,6.83375,6.20143,5.64643,8.4418,5.6692
"""200833_s_at""",10.6844,10.3914,10.7226,8.40922,10.9895,11.04,10.458,9.76613,7.88911,7.07829,8.76346,9.94153,9.53487
"""200834_s_at""",11.6804,12.1627,11.4197,11.478,11.4524,11.4694,11.0892,12.3333,12.083,11.3745,10.9835,11.7513,10.8874
"""200835_s_at""",4.59994,4.72326,4.82031,5.33608,5.67902,5.90651,5.86838,4.8363,5.65679,5.31968,5.81843,5.84153,5.94162
"""200836_s_at""",6.73278,6.86478,6.47743,7.2223,7.07836,6.96894,6.94302,6.84888,7.42999,7.02636,6.97737,7.45313,7.08257
"""200837_at""",9.47854,9.32068,9.11167,8.93415,9.92546,9.51178,9.51687,9.47749,8.35259,8.74669,8.78034,9.5874,8.5074
"""200838_at""",8.28801,7.86442,8.38337,6.8399,7.86828,7.6562,9.34814,7.63324,7.20087,7.2676,7.08864,8.44462,6.9968
"""200839_s_at""",9.04443,9.55841,9.39256,7.91627,8.8654,8.44415,10.284,9.45361,9.133,8.47915,7.1435,9.81688,8.04552
"""200840_at""",10.8033,11.8562,11.5613,10.9583,11.3479,10.9403,11.2333,12.2049,12.04,10.8771,10.2293,11.009,10.5658
"""200841_s_at""",4.64764,4.23543,4.17262,4.72955,5.1817,5.10076,5.18876,5.11883,5.68752,4.77867,4.95764,4.80594,5.1269
"""200842_s_at""",8.43168,9.44297,8.59436,6.42232,8.63221,8.16496,8.55262,8.69906,9.56225,6.67284,7.15079,8.08562,8.163
"""200843_s_at""",9.47016,9.50732,9.63232,9.03666,10.0708,9.08073,9.57035,9.22878,8.94703,8.52999,8.09654,8.48071,8.38242
"""200844_s_at""",8.86848,9.31288,8.46128,9.46579,8.87784,9.03122,8.32979,9.37682,8.2998,8.21277,7.60546,8.37625,7.94443
"""200845_s_at""",8.4421,8.69429,8.57098,8.6577,8.22747,8.28307,7.71291,8.48198,8.02306,7.9166,6.96717,8.71216,7.13014
"""200846_s_at""",7.82217,7.42321,6.81539,6.40983,7.37403,7.39782,7.17051,7.04147,6.51601,5.97792,6.68423,7.10822,6.47713
