ID_REF,GSM631755,GSM631756,GSM631757,GSM631758,GSM631759,GSM631760,GSM631761,GSM631762,GSM631763,GSM631764,GSM631765,GSM631766,GSM631767
"""200847_s_at""",10.4647,11.1475,11.7084,10.1804,9.89412,10.5619,10.9376,10.8439,9.38847,8.97593,8.39907,10.613,9.14238
"""200848_at""",5.98382,6.51102,6.2577,5.42464,6.55068,5.41232,6.29617,5.11785,5.15417,5.21921,4.10054,6.47821,5.45289
"""200849_s_at""",7.40936,7.55941,7.41572,7.19296,7.44122,6.48099,7.21303,8.09261,7.74636,7.41737,6.19524,8.11031,6.99351
"""200850_s_at""",8.61399,8.62461,8.21043,7.9484,7.75244,7.16349,7.85128,7.65414,6.73017,7.42635,6.03328,8.2311,6.49079
"""200851_s_at""",9.14226,8.69637,8.94655,8.46928,9.23557,8.43812,9.10135,8.45439,8.22319,8.53977,8.2223,9.13051,8.16493
"""200852_x_at""",8.17716,8.18397,7.98578,8.00925,8.29057,8.62112,8.23556,7.97532,7.39149,8.04206,7.38355,8.14594,7.70032
"""200853_at""",9.32185,9.14861,9.4656,6.82541,8.72996,9.43016,8.63999,8.34908,7.18945,5.68079,5.46325,7.13971,7.41718
"""200854_at""",6.63321,7.21902,7.06739,6.61278,6.41961,5.9873,6.73479,6.63969,6.06545,5.92858,5.44238,6.62344,6.17647
"""200855_at""",4.23384,4.27231,4.55035,4.58351,4.43095,4.64458,4.16484,4.29279,4.9699,4.96831,4.89612,4.80912,4.76952
"""200856_x_at""",4.82927,4.89871,4.68259,4.74758,4.56147,4.52918,4.73014,4.24899,4.90153,4.82458,4.89296,4.64909,4.69348
"""200857_s_at""",6.14496,6.02836,6.11219,6.09388,6.65717,5.96155,6.15801,5.96531,5.97998,6.02328,6.12907,6.21483,6.2659
"""200858_s_at""",10.2439,10.03,9.31504,9.46213,10.3462,10.4175,9.96058,9.68696,9.45991,8.43159,9.00692,9.94318,9.84234
"""200859_x_at""",7.88083,7.94523,7.03153,7.40677,9.53816,6.86103,7.73655,8.23554,8.04505,7.70963,8.52999,8.34868,7.49416
"""200860_s_at""",8.45576,8.2693,8.02634,8.21385,8.34662,8.11901,8.07515,7.85586,7.99477,8.12707,7.71026,8.11577,7.30871
"""200861_at""",7.03003,6.61814,7.38568,7.18279,6.87042,6.76657,6.83146,7.08688,7.3106,7.50776,7.63761,6.75363,7.21511
"""200862_at""",8.96863,8.02504,7.67749,6.95944,7.55455,7.78196,7.60177,8.28977,7.80824,7.64405,6.71806,8.34608,7.15333
"""200863_s_at""",10.6542,10.6244,10.3678,8.99093,10.2912,9.94059,10.4072,10.0638,10.2935,9.18527,8.63097,10.263,9.18032
"""200864_s_at""",7.73593,7.12631,7.74946,5.74353,7.13132,7.1331,7.4899,6.21389,4.45087,5.0108,4.7837,6.5823,4.98764
"""200865_at""",2.93939,2.90723,2.91255,3.20737,3.05294,2.97665,2.95561,2.97994,2.96065,3.03195,3.42479,2.94755,3.14728
"""200866_s_at""",9.19504,7.97776,8.37726,7.33697,9.08838,8.89961,8.88042,7.52999,6.81661,6.5834,6.56818,8.47011,6.78783
"""200867_at""",6.9081,6.43992,6.3904,5.47057,6.57266,6.7577,5.87766,5.86041,5.24184,5.19414,5.378,5.664,5.56414
"""200868_s_at""",7.39914,7.15915,6.73386,6.59565,7.50972,6.66972,6.50388,6.97077,6.44754,6.60571,6.32674,6.53002,6.27654
"""200869_at""",8.016,7.47033,7.10379,7.55524,7.5832,7.96717,6.83215,7.60141,6.66857,6.67937,7.33666,7.07294,6.84458
"""200870_at""",9.47599,9.70016,9.8316,7.58219,9.35721,9.9327,8.78386,8.97708,7.59493,6.02816,7.34792,7.62099,7.70634
"""200871_s_at""",11.5738,11.4297,11.5999,11.4638,11.9527,11.3102,12.1208,11.931,11.1741,11.5087,11.2448,12.3023,10.9901
"""200872_at""",11.058,10.7735,10.1982,9.82234,11.7516,11.6228,9.88393,11.056,11.3243,9.74305,11.2508,10.6248,11.72
"""200873_s_at""",9.84182,10.002,9.63222,8.86243,9.72379,9.54753,9.40338,9.40051,9.55097,8.2931,7.30441,9.15121,8.61156
"""200874_s_at""",6.11502,5.69169,6.3254,6.10789,6.42007,6.59507,6.28579,5.91201,6.30761,6.65399,6.94991,5.70891,7.21643
"""200875_s_at""",7.31346,7.27489,7.05655,6.53587,7.62684,6.6887,7.36382,7.8053,8.19857,6.22492,7.43717,6.49946,7.60568
"""200876_s_at""",10.6364,10.1494,9.90697,8.51929,10.417,10.4157,9.8548,9.49585,8.82441,7.31242,7.55878,8.62698,8.91426
"""200877_at""",10.1702,9.8414,9.54228,9.79366,10.2355,9.69787,9.24428,9.27377,9.20048,8.75558,7.97685,8.92494,8.54009
"""200878_at""",8.83973,8.9598,9.42867,7.40489,8.19571,8.63476,8.94353,8.07493,7.64282,7.59422,7.47653,8.11722,8.31117
"""200879_s_at""",4.02269,4.10399,4.02743,4.41121,4.22271,4.1274,4.18869,4.22363,4.65506,4.76298,5.19857,4.45166,5.04214
"""200880_at""",9.02721,8.82717,9.43066,6.71822,8.67735,9.08418,8.82276,8.1009,7.70704,7.93814,7.14384,7.87921,8.40802
"""200881_s_at""",9.80064,9.27138,8.61545,7.5136,9.46112,9.59651,8.98081,8.65623,8.43964,8.90713,7.12217,8.69776,8.14272
"""200882_s_at""",9.01361,8.69625,8.70424,7.74772,8.67503,8.16192,8.56161,9.01872,9.18398,7.9204,7.50709,8.36749,8.04176
"""200883_at""",8.19818,7.01718,7.14949,5.89845,7.0321,7.82163,6.34927,5.45269,4.36918,4.21316,4.33195,5.28563,4.43101
"""200884_at""",6.27821,5.85529,5.9549,6.81803,6.36987,5.83654,6.78508,5.86914,6.3686,6.77046,7.22145,6.50042,6.74362
"""200885_at""",9.04775,8.34186,7.36878,7.91592,9.58364,9.01977,8.08357,8.41049,8.20953,8.03836,8.56646,8.67994,8.18591
"""200886_s_at""",10.9108,10.2052,10.4796,8.42841,9.8311,10.1619,10.2697,9.51683,8.99909,8.65349,8.52384,9.68818,9.4966
"""200887_s_at""",9.32597,9.31452,9.24934,6.60844,8.75261,8.69116,10.2084,8.01219,8.33399,7.21177,7.64063,7.88757,9.06289
"""200888_s_at""",9.14437,9.18685,8.60143,9.61756,9.52387,9.39629,8.93304,9.47844,9.27696,8.5287,8.81462,9.49388,9.64181
"""200889_s_at""",7.3411,7.04425,6.47693,6.22729,6.57958,6.28207,6.19399,5.9501,6.17414,5.97468,5.47972,6.31191,5.74867
"""200890_s_at""",6.34897,5.40657,5.59995,5.49229,5.76244,6.20433,6.17345,4.59479,6.40332,5.61432,4.43661,6.27414,4.94626
"""200891_s_at""",10.1088,10.1697,10.5866,10.3946,10.4434,10.2399,10.5126,10.1204,9.43466,9.72317,9.05476,9.71485,9.29281
"""200892_s_at""",8.10027,7.23138,7.46652,5.33585,8.34624,8.73181,6.82193,5.9436,4.69567,5.33503,4.37739,5.94577,5.78494
"""200893_at""",9.68727,9.54197,9.86732,9.33782,9.95256,10.1747,9.67529,9.19945,9.23345,8.6674,8.14876,9.50309,9.30806
"""200894_s_at""",5.36334,5.22059,4.61082,4.85687,5.94158,4.95236,5.15317,5.40579,4.87401,5.62364,5.09839,5.59541,4.46221
"""200895_s_at""",7.21283,7.14536,7.0492,7.7961,7.42671,6.40887,7.47265,7.39282,7.71043,8.2959,7.78218,7.72537,6.495
"""200896_x_at""",9.97516,9.86394,8.95523,9.3802,10.1568,9.70341,10.0662,9.79474,9.85454,9.61747,10.0654,9.8738,9.90148
"""200897_s_at""",9.34926,9.68569,9.58645,6.21213,9.68932,8.37412,9.5971,9.02426,7.46641,6.57256,7.39968,8.36775,8.13409
"""200898_s_at""",6.13101,6.30553,6.10572,6.32756,6.34091,5.75434,5.89958,6.10213,7.01092,6.01139,5.97317,6.77868,6.22748
"""200899_s_at""",6.65717,6.69673,7.33547,5.25383,6.30301,6.2472,6.41026,6.67768,6.1825,4.80918,4.56418,6.64478,5.07311
"""200900_s_at""",6.44729,5.59311,4.9182,5.00922,7.08919,7.01567,6.69344,4.71789,5.55506,4.80041,4.76643,6.34048,4.93051
"""200901_s_at""",8.27242,7.4025,7.70282,7.57901,8.54647,8.6811,8.3614,6.39315,5.91785,6.88013,6.53035,7.9837,6.11968
"""200902_at""",8.45632,8.30273,8.34906,6.4206,7.70599,8.18002,8.11617,7.36949,6.22133,5.81093,5.29949,6.41778,5.78904
"""200903_s_at""",8.26681,7.35727,7.1062,7.52214,7.35504,8.14946,6.48583,5.83444,5.51157,6.01731,5.18254,6.56214,4.83014
"""200904_at""",8.55701,8.45326,8.28372,7.23532,8.17503,7.25489,10.1591,8.49569,6.8907,7.72984,7.36782,7.9746,7.83434
"""200905_x_at""",11.3707,11.2099,9.89292,8.96036,11.3082,11.1178,12.1535,10.8636,10.7123,9.59515,9.97166,11.0488,11.3006
"""200906_s_at""",4.53667,4.67767,4.24532,4.25907,6.55359,4.70129,6.79203,4.9042,5.48885,4.51716,4.96999,5.30823,6.38608
"""200907_s_at""",7.00667,7.55073,7.37126,4.08758,7.61463,6.10411,7.94572,7.2152,7.58669,4.37942,4.87755,6.87662,7.34734
"""200908_s_at""",5.11746,5.73748,5.85293,6.50819,5.5048,5.47246,5.34821,6.19317,6.64838,5.77906,6.12245,5.26191,5.37521
"""200909_s_at""",10.963,10.886,9.87671,11.9705,11.4667,11.1691,11.1195,11.0585,10.6635,11.4813,11.457,11.1495,10.663
"""200910_at""",9.036,8.35793,8.09593,7.71776,9.17166,8.60429,8.79284,8.14144,7.98526,7.37622,7.41094,8.30786,7.41053
"""200911_s_at""",9.93952,9.78144,9.72269,9.50878,9.98921,8.96919,9.75762,9.38304,9.17092,9.72662,8.7382,10.4881,9.31863
"""200912_s_at""",9.63234,9.17344,9.93414,10.5111,10.1358,9.83161,10.2555,8.75843,9.28646,9.58245,8.75133,10.6914,9.17272
"""200913_at""",7.40271,7.03928,6.58259,6.91147,7.88867,7.58629,7.35646,6.66443,6.67715,6.86296,6.91388,7.18264,6.42966
"""200914_x_at""",5.48193,6.3887,5.87197,4.29458,5.79189,5.54379,6.23122,6.00228,7.25257,4.48082,4.36606,6.12506,5.78087
"""200915_x_at""",8.17045,8.7558,8.43857,6.54755,7.27701,8.38615,8.11578,7.16131,7.50106,5.90057,6.22624,7.79749,6.61965
"""200916_at""",10.739,10.2228,9.57132,9.18485,10.0973,10.5433,10.2419,10.0311,10.1179,9.32644,9.78663,10.9076,9.46211
"""200917_s_at""",4.3642,3.97308,4.0925,4.28713,4.87031,4.82941,4.59841,4.35514,4.83339,4.63202,4.32379,3.95376,5.45422
"""200918_s_at""",9.41707,9.37385,9.82954,9.84107,10.4281,9.52469,9.86639,8.47026,7.52373,9.50697,8.38422,8.88638,8.09468
"""200919_at""",8.84604,8.91198,9.23764,8.35015,9.19756,9.00467,9.43058,8.9737,9.30184,9.13532,9.96869,9.07337,9.16967
"""200920_s_at""",8.5487,9.10729,8.08421,7.87785,8.37621,9.21953,8.56398,9.13845,8.71838,8.32833,8.49247,8.82447,7.78136
"""200921_s_at""",9.08766,9.51021,9.00522,8.07179,8.81008,10.1418,9.26811,9.1813,7.70122,7.67393,7.41206,9.26988,8.02543
"""200922_at""",4.6052,4.476,4.57647,5.34225,5.12753,4.9429,5.05456,4.42225,4.62112,5.07898,5.01502,5.02165,4.83643
"""200923_at""",8.7524,8.14054,8.62693,7.99322,7.6891,7.25459,9.2349,7.17298,7.40017,8.71206,7.95697,8.89445,8.15254
"""200924_s_at""",8.42863,7.86155,8.28112,7.62179,10.2228,9.26173,9.08373,8.04169,7.58831,8.14018,8.77096,7.86273,8.21889
"""200925_at""",9.70831,10.035,9.51206,9.34449,9.53391,9.50493,9.12683,9.98806,9.28681,9.3334,8.53479,9.43087,8.82609
"""200926_at""",12.4274,12.9824,12.4089,11.9755,12.2813,12.0831,12.0636,12.4615,12.1308,11.1655,11.6232,11.7925,11.9283
"""200927_s_at""",8.10283,6.9769,7.89291,5.4782,7.59214,7.96875,6.84857,5.75624,5.54831,5.33586,5.2278,6.04634,5.72513
"""200928_s_at""",3.35137,3.56122,3.99792,3.24989,3.26686,3.34346,3.67284,3.71648,3.57304,3.40906,3.2991,3.17322,3.5344
"""200929_at""",10.3154,9.45296,10.0506,8.45947,8.93843,10.086,8.97356,8.3654,7.46708,7.53708,7.41427,8.52258,7.20709
"""200930_s_at""",3.18078,3.13686,3.2844,3.40626,3.34182,3.75004,3.26059,3.47568,3.45091,3.49227,3.6779,3.19405,3.46904
"""200931_s_at""",9.92113,9.39362,8.86332,8.11738,10.2882,9.67329,8.16328,9.33547,8.15636,7.68202,8.90333,8.62294,8.71259
"""200932_s_at""",8.76626,9.12599,8.30863,8.71136,8.55676,8.71684,8.44919,9.11017,8.39613,8.52116,8.47933,8.50036,8.45348
"""200933_x_at""",12.2657,12.2854,12.5883,12.2729,12.6951,12.9547,12.4216,11.7599,11.5954,12.4099,11.9981,12.0282,11.7664
"""200934_at""",9.19761,9.12339,10.0642,7.50131,9.63733,9.55826,8.96551,8.86711,7.47868,6.45085,6.93999,7.86231,8.43855
"""200935_at""",4.52146,4.32578,4.22695,5.08633,4.71057,4.38822,4.37677,4.50112,4.3795,4.76601,4.80626,4.78348,4.34235
"""200936_at""",12.3795,11.696,11.7577,11.675,11.9779,12.7882,11.6158,11.1082,10.6582,11.2556,10.8902,11.8759,11.4496
"""200937_s_at""",11.489,11.1892,10.8683,10.2241,11.3639,11.4179,10.5862,11.0352,10.4124,7.59981,9.24389,10.1822,10.419
"""200938_s_at""",4.00258,3.72352,3.89,4.1387,3.77303,3.97117,3.72548,3.98657,4.24298,4.28517,5.01644,3.92291,4.07349
"""200939_s_at""",3.1821,2.98523,3.16601,3.31705,3.29902,3.44231,3.22678,3.14283,3.26496,3.21885,3.71932,3.11383,3.24978
"""200940_s_at""",8.12796,8.14058,8.4189,7.5543,7.94377,7.15598,8.41887,8.23731,6.86405,7.62006,6.74741,8.53385,7.1126
"""200941_at""",9.05504,9.51195,9.75573,8.67224,9.26808,9.33088,8.86321,10.1118,9.18851,8.49012,8.69934,8.99793,9.27286
"""200942_s_at""",8.02159,7.77848,7.67652,6.76651,7.23664,7.46809,7.23859,7.0305,7.05058,6.34504,6.35562,7.17085,7.11838
"""200943_at""",10.045,9.64733,9.36733,8.55556,8.92592,9.27507,8.81914,9.1196,8.67616,6.89319,5.84097,8.9974,7.35262
"""200944_s_at""",10.5054,10.8185,10.782,9.79625,10.0047,9.68896,9.97339,10.682,10.1513,9.40964,7.95594,10.4069,8.80854
"""200945_s_at""",9.62939,9.89088,9.52344,9.81504,9.57472,9.15971,9.47295,9.43083,8.81257,9.17233,8.28992,9.84154,8.11718
"""200946_x_at""",7.11021,7.01391,6.71328,5.5114,6.31199,7.61578,6.05228,5.96824,5.7527,5.43082,5.62644,5.70554,6.17707
"""200947_s_at""",7.0707,7.01839,7.49954,7.04932,6.52422,6.93721,6.61256,6.66391,6.39954,6.16658,5.96969,6.63859,6.03622
"""200948_at""",7.68859,7.20035,7.37153,7.43221,7.30119,6.88404,7.19445,6.60266,6.37285,7.16926,6.96406,6.86807,6.24632
"""200949_x_at""",9.99606,10.814,10.3493,9.12024,9.61953,9.50036,9.45854,10.719,10.2772,8.0707,8.65564,9.50704,9.94447
"""200950_at""",8.5726,8.19455,8.08875,7.0612,8.63678,8.72005,7.71034,7.35229,6.73847,6.10256,6.50927,7.51613,6.6257
"""200951_s_at""",5.03481,4.87086,4.43063,5.45773,5.31952,6.25406,5.87147,4.89773,5.44664,4.7827,4.30206,5.15511,5.28496
"""200952_s_at""",3.59,3.92557,3.50805,4.40901,3.95449,3.76517,4.04224,3.83807,4.00316,4.35875,4.12442,4.0419,4.53294
"""200953_s_at""",8.33381,8.50148,7.99319,9.15426,7.16808,8.35821,7.66249,8.01138,7.28295,7.61106,6.14465,7.52188,6.35132
"""200954_at""",7.73762,7.11238,7.5187,7.39479,8.02143,7.73788,7.25851,7.18222,7.53863,7.40873,7.54655,7.38137,7.38908
"""200955_at""",8.00091,7.92952,7.74592,6.83757,7.65315,7.62778,7.3745,7.28912,7.08005,6.14803,6.16925,7.23191,6.59217
"""200956_s_at""",6.02949,6.03995,5.26042,5.05486,6.8258,6.0251,6.88512,6.0984,6.47106,5.18806,4.42268,6.61347,6.95129
"""200957_s_at""",8.60264,8.46129,8.13448,7.52694,8.62922,7.99206,7.87826,8.41004,8.02528,7.63401,7.60445,7.43977,7.79436
"""200958_s_at""",10.8616,10.5659,10.7956,9.38882,11.126,11.3049,10.0158,9.88177,8.37389,7.64264,9.50598,10.2625,10.5474
"""200959_at""",9.40116,8.59294,8.50134,6.47905,9.95496,9.01617,9.64126,8.85195,8.38223,6.44921,7.00061,9.09044,8.4618
"""200960_x_at""",9.7712,9.54105,9.25211,9.28364,9.98831,9.63468,9.58521,9.78704,9.71128,9.69841,9.73315,9.31168,9.34298
"""200961_at""",8.56513,9.13362,8.70558,7.85655,9.0311,8.4653,8.66944,8.86836,7.96974,7.67607,7.02062,7.54014,8.06596
"""200962_at""",5.51595,5.79996,5.43095,6.82003,5.503,5.58644,5.85622,5.75652,6.03922,5.8167,5.45992,6.61347,5.54623
"""200963_x_at""",12.0829,12.4595,12.303,12.2725,12.0334,11.9908,11.7878,12.2841,11.879,11.536,11.3476,11.7213,11.6541
"""200964_at""",7.80446,7.85541,6.78195,7.8567,8.05994,6.27854,8.34298,7.93553,8.19082,8.65185,7.7663,8.42573,6.68368
"""200965_s_at""",9.2443,8.87391,9.44064,8.35878,8.92066,7.73626,9.97609,8.94937,8.1616,8.09716,6.34902,8.779,8.05489
"""200966_x_at""",11.3176,10.5977,10.5683,9.23567,11.3523,11.3334,11.1759,10.5511,9.91258,9.45471,9.34637,11.0889,10.1567
"""200967_at""",10.3151,10.3849,9.99618,10.3967,11.1754,10.8326,10.9506,9.40418,9.06106,9.46073,8.75129,10.7813,9.49843
"""200968_s_at""",10.0385,9.24292,9.08702,9.06328,10.4551,10.1622,10.1113,8.74881,7.94361,8.1168,7.11622,10.0989,8.43805
"""200969_at""",9.05809,9.25583,9.72111,9.15935,9.13208,9.63299,8.17459,8.78753,8.50168,8.7931,7.96147,7.68913,8.53089
"""200970_s_at""",8.09291,7.69596,7.72139,8.96621,8.96859,9.12998,7.44201,6.90008,5.60865,7.04628,6.46556,7.20546,6.43907
"""200971_s_at""",9.45435,9.60932,8.39031,10.5866,9.75346,9.68563,8.86442,9.4593,10.2269,10.1779,9.34164,9.52233,8.52819
"""200972_at""",10.743,10.5966,10.1818,8.67277,10.1989,10.8858,10.4204,9.84545,9.56072,8.63514,8.79305,10.1591,9.24434
"""200973_s_at""",9.12033,8.28629,8.08276,6.47823,8.74885,9.56562,8.41266,7.34811,6.86201,6.18987,7.43104,7.65931,7.45686
"""200974_at""",6.69717,7.18698,5.87826,6.4428,6.46439,5.76234,5.32556,6.23887,6.12302,6.45971,6.1667,6.50246,6.32173
"""200975_at""",8.86838,9.01618,9.59832,7.49559,8.11805,8.2358,9.04342,8.08908,7.02134,7.21593,6.74265,7.61179,6.95559
"""200976_s_at""",8.94292,9.35881,8.96342,8.09592,8.72435,8.39154,8.40548,9.59319,8.99297,7.6972,7.56221,8.51293,7.78148
"""200977_s_at""",8.71073,9.11749,9.30683,6.62957,8.77805,7.89988,8.68882,9.14833,8.34593,6.21635,6.62694,8.66295,7.50526
"""200978_at""",9.85086,9.42113,9.26458,7.13423,8.83013,8.82218,9.10037,8.41295,7.92941,6.69619,6.3379,7.93458,7.2474
"""200979_at""",4.93874,4.76949,4.46913,5.26824,5.07332,4.7898,5.19061,4.54464,4.92296,5.40295,4.84178,5.07224,4.75233
"""200980_s_at""",8.93507,8.10846,7.20353,7.81522,8.56161,8.3514,7.90319,7.87278,8.02229,7.59854,6.96851,8.60891,6.96179
"""200981_x_at""",12.4075,12.7142,13.6415,11.6079,12.1892,11.8159,13.6077,10.9575,9.12006,10.7745,10.5232,11.9774,10.9007
"""200982_s_at""",7.0585,6.84232,7.36513,6.89999,6.16193,6.37277,7.87901,6.03893,6.06275,7.02702,6.36403,6.48387,6.31926
"""200983_x_at""",10.6534,9.40987,8.48202,7.22091,9.46283,9.01978,8.58937,8.59721,10.0307,8.21397,8.07532,9.74959,8.94278
"""200984_s_at""",10.9715,9.10424,8.74596,8.05799,10.1657,9.92822,8.62399,8.81653,9.86239,7.98236,7.81903,9.83101,8.432
"""200985_s_at""",10.9375,9.65902,10.0311,8.00499,10.6749,10.5632,9.64867,9.23389,8.83828,8.60727,9.30746,9.93779,9.59281
"""200986_at""",8.29984,8.31859,6.90107,9.04666,9.23283,6.25852,7.1904,8.38267,8.47538,9.52234,8.23972,10.2651,9.00299
"""200987_x_at""",7.59848,7.20477,6.5854,6.01649,7.54209,7.01126,6.40543,6.62735,7.46641,5.66133,5.99063,6.74352,6.22562
"""200988_s_at""",6.40392,5.19201,5.26385,4.85125,5.55944,5.51075,4.91847,4.95972,4.78724,4.55304,4.21795,5.1474,4.61681
"""200989_at""",11.6245,11.7314,11.6404,8.99588,11.4318,11.0971,11.5858,11.2919,11.0844,9.4183,9.93736,11.2676,11.5125
"""200990_at""",7.31485,7.13411,6.44863,7.80745,7.74898,6.15252,7.27684,6.99375,6.64893,8.036,7.43814,7.59548,6.13692
"""200991_s_at""",7.98193,7.68149,7.72038,7.97802,8.02491,7.68315,8.38989,7.34288,6.9948,7.77196,7.25739,7.87331,7.18772
"""200992_at""",7.98839,7.03722,7.31962,7.50189,7.87109,7.75399,7.39674,6.60887,8.32953,7.27257,6.93514,8.02342,7.02617
"""200993_at""",7.23497,6.53319,6.85325,5.33191,7.9549,7.81138,6.69497,5.87937,5.11356,4.81989,5.31463,5.8805,5.3325
"""200994_at""",7.34366,7.07764,7.1511,6.72196,7.73381,7.3043,6.68302,6.92279,7.71545,6.60816,6.49973,6.98721,6.75181
"""200995_at""",6.47441,6.05742,6.27236,5.82719,7.14392,6.36459,6.2603,5.84774,6.17076,5.74091,6.16176,6.13821,6.38149
"""200996_at""",9.17543,7.95079,8.47738,7.04551,9.27711,9.26612,8.90098,7.22559,7.74721,5.98206,6.14174,8.88486,7.63546
"""200997_at""",9.3622,8.59605,8.62782,8.63,9.57283,9.69714,9.07209,8.6697,8.43801,8.60285,8.84225,9.27949,8.08498
"""200998_s_at""",7.30865,7.16857,6.35765,6.87631,7.38375,7.43448,7.27145,6.84504,7.27009,6.65126,6.45215,7.12506,6.88834
"""200999_s_at""",9.91338,9.58313,9.36864,9.67655,9.8802,9.67883,10.0821,9.96845,10.1428,10.0057,9.90188,10.2734,9.23719
"""201000_at""",9.09611,8.71574,8.70545,8.88498,9.9114,8.74427,9.73233,8.40932,8.37524,8.41537,7.76684,8.64985,7.9146
"""201001_s_at""",7.72659,7.67361,7.01283,6.7607,7.50222,7.61284,7.36978,7.57739,8.3256,6.09735,5.86714,7.18729,7.26032
"""201002_s_at""",9.03243,9.2837,8.8873,8.13522,8.32279,8.6078,8.58003,8.98839,8.43801,8.04345,7.83459,8.09994,7.90056
"""201003_x_at""",7.84587,8.20699,7.60973,8.1856,6.93855,7.27788,7.04119,7.38565,7.86499,7.74438,6.92909,8.04176,6.39375
"""201004_at""",10.27,10.151,10.9686,10.5851,10.1145,10.5704,10.5808,8.8034,8.88887,10.3475,10.2088,9.97714,9.12799
"""201005_at""",10.1906,8.75453,8.42032,7.53483,10.3204,10.3375,8.2005,7.97055,7.01978,5.89039,6.55107,9.22303,8.07153
"""201006_at""",5.24764,5.41155,5.33688,6.28229,5.6262,5.66172,5.75321,6.26188,5.95317,6.22141,6.3149,6.42001,6.22017
"""201007_at""",8.92826,9.34578,9.50054,8.34977,9.20534,8.62664,9.07597,8.73335,8.79294,7.09166,6.71049,8.87125,7.47672
"""201008_s_at""",5.55978,5.68992,5.46304,6.35749,5.81585,6.20557,5.98951,6.09555,7.04999,6.66009,6.4276,6.0615,6.64864
"""201009_s_at""",6.99024,7.19351,6.96057,8.45114,7.44618,7.55379,7.07859,7.30122,7.87058,8.08727,6.76135,7.71335,7.67934
"""201010_s_at""",8.40417,8.96478,9.29189,11.1994,8.74138,8.64475,8.58214,8.91424,8.96595,10.2748,8.24981,9.68851,9.34867
"""201011_at""",8.53592,8.91743,8.35943,8.74996,9.07923,8.25678,8.52399,8.80157,8.11598,8.04219,8.05641,8.18487,7.79593
"""201012_at""",8.38265,7.43215,6.74068,4.84781,8.39,7.67412,6.9892,6.39515,7.21268,5.41853,6.22853,5.63284,9.0315
"""201013_s_at""",9.10823,8.28125,8.76622,6.89367,9.12033,8.05087,8.34669,7.26785,6.39952,6.52433,6.34787,7.26351,6.09123
"""201014_s_at""",7.85377,6.91097,6.64513,5.82145,8.07533,7.62196,6.52949,6.41218,6.25346,5.45548,4.64574,6.02863,4.7495
"""201015_s_at""",8.10694,7.81372,7.49344,7.21278,8.63888,7.44597,8.043,8.06967,8.35531,7.90473,8.55687,8.56823,7.74836
"""201016_at""",6.09587,5.78182,5.29543,3.93972,7.22903,6.50806,5.37334,5.37516,5.52909,3.24675,4.64374,4.91202,5.04068
"""201017_at""",7.35757,7.07339,7.53968,5.87699,8.17186,8.27578,6.52448,5.91531,5.61878,6.01776,6.32021,5.57987,5.72036
"""201018_at""",7.2216,7.18793,8.24321,6.15991,8.2894,8.8508,7.6263,6.59133,5.44812,5.46743,6.77032,5.99384,6.62493
"""201019_s_at""",8.29574,8.53006,8.35265,7.77086,9.60848,9.10505,8.27623,8.45532,9.63929,7.82107,8.78441,7.8816,9.06132
"""201020_at""",7.79636,6.40231,6.47556,6.03471,6.93154,8.17368,6.69476,5.92969,5.80002,5.84507,6.34034,6.16426,6.26369
"""201021_s_at""",9.566,9.4215,8.86435,7.28338,8.97655,9.64418,8.14381,9.03534,9.04269,6.0642,6.41618,8.72144,8.1976
"""201022_s_at""",11.8135,12.2956,12.4278,11.2536,11.721,11.9907,11.361,12.3562,11.3494,10.1932,9.63913,11.1034,10.6991
"""201023_at""",8.65528,7.74479,8.57861,5.77375,8.24815,7.80506,7.87142,7.39683,6.21665,6.01075,5.79969,7.15052,6.66722
"""201024_x_at""",8.69816,9.99049,9.28838,8.21567,9.65344,9.1131,9.80891,10.2752,11.153,8.23849,9.15926,9.63309,10.3716
"""201025_at""",6.8029,6.70137,6.38934,5.69004,7.12638,6.23543,6.51325,6.32204,6.3345,5.77171,5.47647,5.86552,5.64443
"""201026_at""",4.88102,5.21594,4.85844,3.93012,5.94292,5.64773,5.99617,5.8005,5.91216,4.92969,5.28803,5.52897,5.95801
"""201027_s_at""",7.53151,7.38631,6.60654,6.30267,7.61362,6.67969,6.93534,6.63569,6.64849,5.63266,5.90604,6.65559,6.4581
"""201028_s_at""",8.5932,8.1325,9.07546,6.55074,5.99465,6.95737,8.84233,5.6057,4.40072,5.44248,5.83384,6.16004,5.91051
"""201029_s_at""",11.1696,11.0269,11.9655,10.4194,9.13541,9.82239,11.8078,9.52882,8.80355,10.0353,9.69825,10.1079,9.38727
"""201030_x_at""",9.4775,10.1141,8.27824,10.3306,8.83642,10.3224,8.82075,9.42097,8.47856,9.00661,7.9709,8.86336,7.84501
"""201031_s_at""",9.72231,9.84154,9.6782,10.2636,10.0836,9.92114,9.86429,10.0004,9.71113,9.07379,9.18098,9.81604,9.99985
"""201032_at""",8.83333,8.51046,8.67441,8.63605,8.92663,8.74228,9.14641,8.33868,7.6499,8.22077,8.3679,8.50484,7.62042
"""201033_x_at""",13.1704,12.8588,13.1189,12.5959,13.1029,13.4258,12.7117,12.6641,11.271,12.4765,12.0403,12.3862,12.0078
"""201034_at""",7.3256,8.8736,7.81091,7.27335,5.49163,6.34124,6.73765,7.49876,6.57555,6.24494,5.16515,7.51782,5.69429
