,PC1,PC2,PC3,PC4,PC5
DP002,-64.54140615605046,16.961061808037805,-23.321064323976323,4.008275881589684,-27.997236196805442
DP003,-37.5501855883607,9.894583930243973,-12.5453025928497,18.56758867018481,17.947320351122
DP005,-81.23636073733472,-14.276397608329944,-2.61209937752565,-1.524724260630465,-6.502506633346522
DP007,-27.011791051502513,8.727105300475706,6.293251534597209,50.076376332805054,-24.477772895419584
DP008,36.68515018005335,8.570635049205436,-27.457689559925914,-28.031239677862267,12.336938038580831
DP010,-48.01777348211811,-20.174287072082674,6.962304883197301,21.436765489462882,16.732238110591076
DP011,-79.75225875434488,-18.188178656871553,-0.016604394901165165,11.568958665453636,16.800769572287194
DP012,-77.97413469890891,-16.950424974162374,-10.52982076010561,-11.690915152259638,6.079114645111091
DP013,14.305384874512107,22.788749477876404,9.052560486389547,77.24434379274118,-15.565366832539617
DP017,75.84077557085531,117.73500049106383,-63.520524978758665,41.9835386634912,-51.483630494013426
DP019,-20.50636245267683,-17.441353820760167,7.249018153322004,29.064773393695926,23.698259552548482
DP021,-118.85624331174905,-12.657169330552977,-3.6981742868218865,7.773730922642351,-8.58257676738989
DP025,8.410269226608094,6.960996559515342,17.287349705708028,62.653567407296364,-31.53498844107552
DP028,-17.626930497329802,20.310436746733103,-10.653602201651328,49.70358686329388,-2.1488058230252793
DP030,-49.41169300349052,-16.644834669005512,5.9731184370756,21.5106017707599,16.32231279936409
DP034,-0.012816440823511552,119.79921090429073,-82.50331638409143,84.27837151045884,172.8223477351397
DP039,-46.766112681305984,13.096483547987527,-9.775238081118406,22.504598327368477,-24.953488620768884
DP040,-106.58616380599167,-4.992703128266442,-7.7266191813838985,4.688331303832322,-13.46014968043636
DP042,-34.29651132210565,1.1674831768105112,12.031412291346125,28.399249010698224,-25.571653126404005
DP043,-20.476886080229438,-24.12900164717163,7.987830634290042,15.568355236188891,-4.59836258525566
DP048,18.964142033692056,-1.8175040052764002,28.279554508807564,71.18230320845234,-36.530708085981125
DP049,-95.22351719585517,-8.93327083762579,-1.421923248916608,5.6067443928231935,-19.314990801063256
DP051,-41.01864989760324,3.8690721440761027,4.545990839160374,25.35009941368857,-19.443850966228077
DP052,11.122236045700491,-65.22760941653604,30.18876125952632,-17.59973399808743,10.5188956007071
DP053,14.352579090809641,-61.54604814541825,39.012939228306955,9.688449911758125,-17.22001052944124
DP054,33.14798539361474,-53.360746874294584,40.95918597024001,15.625245306456495,-14.418084649211773
DP055,0.8685334443910968,15.226333182522858,8.507493435161235,47.90951364544186,8.569950983351028
DP057,39.92121233461899,28.40529258658718,-24.234421028571255,19.506847799752855,11.132544810542399
DP058,-201.57914789521223,12.850007960597804,1.5232152509754144,-6.162753257877092,21.03534527067519
DP059,35.637001973215106,-56.027696063439244,33.30790577523248,-1.2686862355813788,-8.421689271620421
DP061,-199.4693948219603,5.921471622935901,5.548756148353337,-1.2433018375053115,7.089348055961955
DP063,28.335305303015673,24.361208382148348,-14.019299010760482,27.121303619108588,-12.197861207262847
DP064,5.420402540048848,368.40257179859964,351.2736776689221,-117.63932713559358,31.880462407545103
DP065,23.678474665188574,-2.398265231620599,-1.0435019575846756,26.227321185135978,-3.30760021640351
DP066,159.24974631707406,-0.700543188663309,7.977452770764197,31.13341990194366,-18.274489368573718
DP067,-17.783669853946158,48.71927175700164,65.86046553343019,122.68743988438597,-138.52663068646697
DP068,69.70620333608072,5.629799196391871,-4.706675123982801,15.63405400425127,-18.0008664381836
DP069,-208.8475220305809,-9.864395304318865,-4.493331562451817,-0.7825775738294808,6.416249779448291
DP070,-214.36553689945217,12.035641338037983,-3.9344974742024905,-6.664703721380786,14.996577275818735
DP071,-18.011673795437495,2.121145925057294,-0.5884537759433226,20.47271170666381,-6.335861136583433
DP072,8.846716578070081,50.600189241544975,-50.80831504588455,-62.18482116579969,-38.43080197804787
DP073,16.14914113600846,29.821092272545105,-2.7311435491428835,59.15917344164181,-8.980557052280114
DP074,82.37313591497389,-50.21908611801068,37.244066288729236,9.153182508142347,-8.087269720455932
DP075,-3.803893773842687,-34.62540842780819,12.360337129883998,-4.383722717105724,-7.859208402193754
DP076,-191.78156323950586,-2.264225597241014,-2.2674729676724876,3.227202645514789,11.036350745928027
DP077,-20.205981227209165,-4.489680377305619,-36.671644982742265,-68.64579238573587,-0.5355390625914265
DP079,-194.8224290449269,-9.483209472974792,-2.77712301413328,2.085152582231759,6.43873763334222
DP080,-71.59798193978446,2.9146350781707064,-42.295951630111595,-76.00349718029304,-39.30095152267413
DP081,-200.68636432422508,18.458777136940647,9.16051571981268,-2.2419666199258605,9.732485536900988
DP082,-209.25100652504503,4.988322305724529,-5.344087958560048,-3.6074716876564663,9.204566584150882
DP083,73.87468638422882,54.893650527890394,-57.500733020650635,-52.25995212099645,-38.59633112421678
DP086,-223.76528450779327,-13.592138719621115,-5.6236442550713255,-6.024722705890778,9.451509821257229
DP087,-17.837525307717378,7.627402805068433,-14.566063055445328,5.562638685687749,-14.605916316092515
DP088,88.67221068303674,69.08432172863165,-94.71021517437468,-111.58628203840986,-136.00063674634964
DP089,-203.53645459524887,-7.905111604645361,-3.001517479381925,-2.2942582318975164,9.916486453208021
DP090,98.90237886895142,73.52524740737968,-29.610084726003663,25.852084673108536,-35.37872556115706
DP093,6.231369848244294,31.188113382107108,-0.8898710554968544,66.4981928344295,-26.67641754794969
DP095,77.37813360626231,-21.401244235479822,25.215965080368672,37.41789837323446,-12.012737933942205
DP096,2.6777140604057355,-65.1178722912363,24.861393456981773,-26.993299015768038,14.237025376755522
DP097,-77.93502651887289,15.543319286628876,3.2147042237960988,14.260250978819819,6.114227433582096
DP099,-183.24841861126282,11.934841659699789,2.3138699739296564,1.638238004134902,12.646181832936692
DP102,1.286561165671928,63.16977437176094,-14.691170238204759,25.268921885528503,-21.98480039172757
DP103,-207.01526539070608,9.192743284056133,2.2483678390739006,-21.16147938518577,8.138090442583913
DP104,-8.484041854303417,35.82786670897857,-19.955144884735155,40.00315078661193,5.067799306469099
DP105,-33.84552814322486,-13.602230683544045,-8.19548476165658,-9.137783830799938,13.160164380633464
DP106,22.0355421301547,-1.95843140140176,-8.80633379395776,-19.775682002541124,15.498449894240542
DP107,-64.70840528130542,36.99494428022463,-21.290950129408227,35.90833303004744,17.56218089149133
DP108,57.528683568436186,-22.932323119140836,22.047548481533532,21.22257253445741,-9.516974524369127
DP109,25.421206380621356,77.1452867696245,-11.057165890849097,67.66253283060661,21.597407049437102
DP110,90.59151723748445,37.9440223992218,15.593969589887791,103.1137800566702,-26.660863622875198
DP111,-122.36979619833204,2.220722063938986,12.475342014328413,-9.204763641335733,9.715491546900221
DP112,-98.91056159341862,-25.645007988273264,-7.527684805545416,-21.827613195041206,10.303725368645264
DP114,-41.49946768670399,-7.519411848944083,-23.9005113049656,-59.395949572038525,-9.48874780825539
DP116,75.7855221338987,54.135448566315375,-73.71139115901528,-108.87595386727511,-68.20676151773665
DP117,-40.368101765952666,-38.0297820575227,7.825116128127207,-15.735131905469256,20.617247240891245
DP118,142.1175614598445,-87.5879933030332,51.648059895747984,-17.621242363416073,3.2809915390479643
DP120,199.01064970206673,41.419761526726084,-44.32892577761051,6.166874477280222,89.79381338125297
DP122,-0.8817737762433029,19.80995797965344,-14.01909506413877,27.040066773282653,-9.891860496368253
DP123,57.07847280271914,-33.88874708319473,27.142563585058802,18.652424806770586,-16.660206187182713
DP124,6.810124143336214,98.34063322383389,-62.34172670732399,39.20999187598963,-27.68024231062395
DP125,119.16684917716468,-56.95964872200854,48.06671471258407,20.091679444845266,-24.3492147045575
DP126,3.8581125259920745,16.730131525240246,-21.772447583126965,4.821369453163596,-18.884072718411876
DP129,39.231608882207276,49.048981605231944,-28.399531531040655,40.72300808684192,-13.325391042564712
DP132,-20.178768568684443,4.184073509186113,-4.675043899625479,-9.907077467799619,-20.603106688830636
DP137,154.27880426496498,11.598977569918521,-6.720751365034126,-37.47619417103623,-40.98074602638652
DP138,47.46711876193036,-47.257993902239875,38.19472779297067,17.472644324283298,-9.699674380680335
DP139,34.07631855914624,91.88732351964507,-87.0769964616963,-6.176777298846169,-27.560442446280387
DP140,50.02903782570362,-40.05013103074259,27.642653351166476,5.010972313470126,2.9238198048225326
DP143,-128.7811118100312,-8.89177975049569,-40.1950981831768,-56.86136251874344,2.4167470449671917
DP144,45.994969245988386,-51.75069111523569,30.19561905402988,-9.924322318483117,-3.4009604115086023
DP145,-11.913044103156249,-36.02732868611314,32.560235336909514,-15.150262426892645,18.125335041544727
DP146,67.13512827276327,-14.394241710504378,6.478185633567605,14.50893146911719,0.6806374005265865
DP147,-44.597574796116234,-33.714403140032296,1.6867676551162618,-27.267544816218123,-16.746173912259945
DP150,76.3470541442727,-3.9543118719379637,-0.38998676689557454,-11.695018477648246,-19.909187196041877
DP151,1.4221224468529394,-34.04584742784633,16.38774475342291,-2.5197262754669056,3.2712710528577618
DP152,31.802213539052946,4.496301540379316,-35.83694466434759,-18.596657222265808,53.07091210624653
DP157,-20.51515694308654,-12.825518502661753,-23.050462349572207,-39.9168172923289,14.15439433759272
